type	entity
PERSON	Jane Austen
ORGANIZATION	Voyant Tools Digital
ORGANIZATION	Organizations
ORGANIZATION	Digital Humanities 2016
ORGANIZATION	Digital
ORGANIZATION	Digital
PERSON	Roberto Busa
ORGANIZATION	IBM
PERSON	Thomas Aquinas
PERSON	Tara McPherson
ORGANIZATION	SIGGRAPH
PERSON	Charles
PERSON	Ray Eames
PERSON	Eames
ORGANIZATION	Association for Literary and Linguistic Computer ALLC
ORGANIZATION	Association for Computers
PERSON	Rossetti
PERSON	William Blake
ORGANIZATION	Digital Humanities
ORGANIZATION	Digital Humanities
PERSON	John Unsworth Susan Schreibman
PERSON	Ray Siemens
ORGANIZATION	National Endowment for the Humanities NEH
ORGANIZATION	Digital Humanities Initiative
ORGANIZATION	Office of Digital Humanities
LOCATION	United States
ORGANIZATION	Digital
LOCATION	Philadelphia
ORGANIZATION	Values Critical amp Theoretical Iterative amp Experimental Collaborative amp Distributed Multimodal amp Performative Open
ORGANIZATION	Digital
ORGANIZATION	University of Virginia the Vectors Journal of Culture and Technology
ORGANIZATION	University of Southern California
ORGANIZATION	Digital Pioneers
ORGANIZATION	Harvard
ORGANIZATION	Google Books
ORGANIZATION	Office of Digital Humanities
ORGANIZATION	Digging Into Data
ORGANIZATION	NEH
ORGANIZATION	NSF
LOCATION	UK
LOCATION	Canada
ORGANIZATION	Digital
LOCATION	US
ORGANIZATION	Digital
ORGANIZATION	Digital Research Tools Directory
ORGANIZATION	TAPoR Text Analysis Portal for Research
ORGANIZATION	Voyant Tools
ORGANIZATION	Digital Humanities
ORGANIZATION	Digital
PERSON	Whitman
PERSON	Whitman
ORGANIZATION	Emily Dickinson Archive
PERSON	Dickinson
ORGANIZATION	Slave Societies Digital Archive
PERSON	Jane Landers
ORGANIZATION	Vanderbilt University
LOCATION	Atlantic World
PERSON	Lev Manovich
ORGANIZATION	Cultural Analytics Lab
ORGANIZATION	Qualcomm Institute
ORGANIZATION	California Institute for Telecommunication and Information
ORGANIZATION	Time magazine
LOCATION	Museum of Modern Art MoMA
LOCATION	New York
ORGANIZATION	Broadway Cultural Analytics
ORGANIZATION	UCLA
ORGANIZATION	Journal of Cultural Analytics
PERSON	Chaucer Shakespeare
ORGANIZATION	Digital Humanities Twitter
ORGANIZATION	Harvard
PERSON	Jean Baptiste Michel
PERSON	Erez Lieberman Aiden
ORGANIZATION	National Academy of Sciences of the United States of America
LOCATION	United Kingdom
ORGANIZATION	Stanford Encyclopedia of Philosophy
ORGANIZATION	Digital Pedagogy
ORGANIZATION	Digital Humanities
PERSON	Lauren F Klein
PERSON	Matthew K Gold
ORGANIZATION	Critical Digital Humanities
PERSON	Klein
PERSON	Armand Leroi
ORGANIZATION	New York Times
PERSON	Harold Bloom
PERSON	Leroi
ORGANIZATION	Digital Humanities
PERSON	Adam Kirsch
LOCATION	New Republic
PERSON	Kirsch
PERSON	Carl Staumshein
ORGANIZATION	Digital Humanities Bubble
PERSON	Straumshein
PERSON	Johanna Drucker
ORGANIZATION	UCLA Department of Information Studies
ORGANIZATION	Google
PERSON	Tara McPherson
PERSON	McPherson
PERSON	Amy E Earhart
PERSON	Earhart
PERSON	George H Williams
ORGANIZATION	Digital
ORGANIZATION	Digital Humanities
ORGANIZATION	Digital Humanities
ORGANIZATION	American Historical Association
ORGANIZATION	Modern Language Association
