type	entity
ORGANIZATION	Digital Humanities
PERSON	Leibniz
PERSON	Zur Soziographie
ORGANIZATION	Management Research HSF
ORGANIZATION	Kontakt GESIS Redaktion Historical Social Research Historische Sozialforschung Unter Sachsenhausen
PERSON	Rainer Diaz Bone
PERSON	Robert Salais
ORGANIZATION	EC
LOCATION	Frankreich
ORGANIZATION	Rezeption Historical Social Research Historische Sozialforschung
ORGANIZATION	EC
PERSON	Anwendungen
ORGANIZATION	EC
ORGANIZATION	EC
PERSON	Beitr
ORGANIZATION	EC
PERSON	Perspektiven
ORGANIZATION	EC
PERSON	Christoph Classen Susanne Kinnebrock
PERSON	Maria
ORGANIZATION	Digital Age Der Prozess der Digitalisierung
PERSON	Seite
PERSON	Digitalisierung
PERSON	Forschung
PERSON	Zweitens
PERSON	Mehrwert
PERSON	Forschung
PERSON	Rainer Diaz Bone
PERSON	Robert Salais
ORGANIZATION	HSR Focus Abstract Christian Bessy Institutions
PERSON	Bert De Munck
PERSON	Rainer Diaz
PERSON	Claire Judde de Larivi
ORGANIZATION	Private in Sixteenth Century Venice From Medieval Economy
PERSON	Christoph Classen Susanne Kinnebrock
PERSON	Maria
PERSON	Albrecht Hoppe
PERSON	Rudolf St
LOCATION	Preu
PERSON	Zur Erschlie
ORGANIZATION	Provinzial Correspondenz
PERSON	Achim Bonte
ORGANIZATION	Katja Leiskau Digitization of Popular Print Media
ORGANIZATION	Source for Studies on Visual Communication Illustrated Magazines
LOCATION	Weimar
PERSON	Jarg Bergold
PERSON	Stefan Thomas
ORGANIZATION	Participatory Research Methods A Methodological Approach
LOCATION	Puebla
PERSON	Judith Davidson
PERSON	Rainer Sch
PERSON	Ann Mari Sellerberg
PERSON	Vesa Lepp
PERSON	Evangelina Baralou Patricia Wolf
PERSON	Jens O Meissner
PERSON	Luhmann
PERSON	Claude Diebolt
LOCATION	Spain
PERSON	Seite
PERSON	Folgen Sie
