type	entity
ORGANIZATION	Library Items Search for Lists Search for Contacts Search
ORGANIZATION	Publisher Chicago University of Chicago Press
ORGANIZATION	Author University of Chicago Publisher Chicago University of Chicago Press Edition Format
ORGANIZATION	Journal
ORGANIZATION	Journal Magazine Newspaper All Authors Contributors University of Chicago ISSN
ORGANIZATION	Linked Data Primary Entity
LOCATION	Chicago
LOCATION	Chicago
ORGANIZATION	University of Chicago
ORGANIZATION	University of Chicago Press
LOCATION	Chicago
LOCATION	Chicago
LOCATION	Chicago
ORGANIZATION	University of Chicago Press
ORGANIZATION	University of Chicago Press
ORGANIZATION	University of Chicago
ORGANIZATION	University of Chicago
LOCATION	Chicago
LOCATION	Chicago
ORGANIZATION	University of Chicago Press Content
ORGANIZATION	University of Chicago Chicago University of Chicago Press
LOCATION	Italiano Nederlands Portugu
