type	entity
ORGANIZATION	Bookshelf Login Subjects Business amp Economics Humanities Politics amp International Studies Social Science Publishing With Us Book Authors Journal Authors
ORGANIZATION	Politics Humanities amp Social Science FREE
PERSON	Berry
LOCATION	USA
LOCATION	USA
LOCATION	USA
ORGANIZATION	Arts amp Humanities Uniting
PERSON	DAVID BERRY
ORGANIZATION	University of Swansea He
ORGANIZATION	Libre Culture Pygmalion Books Canada
PERSON	Berry
PERSON	David Berry
ORGANIZATION	Jeremy Hunsinger Virginia Polytechnic Institute and State University
LOCATION	USA
PERSON	Berry
ORGANIZATION	Christian De Cock University of Essex UK Show
LOCATION	USA
LOCATION	USA
LOCATION	USA
ORGANIZATION	FAQ Policy Services
ORGANIZATION	Google Bibliographic Information Bibliographic Information Book Title Understanding Digital Humanities Editors
PERSON	Palgrave Macmillan
LOCATION	UK
PERSON	Palgrave Macmillan
ORGANIZATION	Macmillan Publishers Limited
ORGANIZATION	Newsletter Information for Affiliates Authors Book
ORGANIZATION	Macmillan Education Palgrave Australia Palgrave Higher Education Palgrave Journals Springer Link Springer Nature Palgrave Macmillan
