type	entity
PERSON	Irene Tracey
LOCATION	America
LOCATION	Polynesia Sweet
ORGANIZATION	Way Lies Madness Poets Power Health Gwyneth Lewispoet Welsh National Poet
LOCATION	Oxford
ORGANIZATION	UniofOxford Hindu Society
ORGANIZATION	Oxford
PERSON	Moritz Heyman
LOCATION	Israel
LOCATION	Palestine New UniofOxford
ORGANIZATION	UniofOxford
PERSON	Daniel Mandur Thomaz
PERSON	Henry
ORGANIZATION	Oxford University
ORGANIZATION	UniofOxford
ORGANIZATION	East Oxford
ORGANIZATION	AHRC
PERSON	Henry Snaith Snatihgroup UniofOxford OxfordPhysics
ORGANIZATION	Rach RT
ORGANIZATION	OxUniMaths Co
PERSON	Hector Stinton
PERSON	KebleOutreach
ORGANIZATION	RT
PERSON	Hamse Abdilahi
ORGANIZATION	KgHeF8OrPq Keble College
PERSON	James Cameron Tudor
PERSON	Lisa
PERSON	Holly
LOCATION	Oxfordshire
ORGANIZATION	NHS
PERSON	Gail H Wildlife
LOCATION	Sulawesi
PERSON	Gijsbert Werner
PERSON	Stuart West
LOCATION	Oxford
ORGANIZATION	Emmeline Pankhurst Join HelenPankhurst RT
LOCATION	Silicon Valley
ORGANIZATION	Oxford
ORGANIZATION	Way Lies Madness Poets Power Health Gwyneth Lewispoet Welsh National Poet
LOCATION	BrilliantClub Isles
ORGANIZATION	Oxford University RT
ORGANIZATION	Ina RT
ORGANIZATION	Oxford University
ORGANIZATION	BBC Global Questions Than RT
PERSON	Nelson Mandela
PERSON	Barack Obama
PERSON	Albert Pionke
LOCATION	UofAlabama
ORGANIZATION	OxUniMaths Co
PERSON	Oscar
PERSON	Sam Mendes
ORGANIZATION	Oxford RT
ORGANIZATION	Facebook GDPR
PERSON	Clare Harris
LOCATION	Tibet
PERSON	Stephen Tuffnell
ORGANIZATION	Cabinet Project
ORGANIZATION	BBC
PERSON	HannahBoschen
ORGANIZATION	LGBT Advisory Group
LOCATION	Ashmolean Museum Chinese Painting Gallery
ORGANIZATION	OxUniMaths Co
LOCATION	Oxford
ORGANIZATION	Cabinet Secretary for Education
PERSON	Michael Atiyah Maths
ORGANIZATION	Thomson Reuters
LOCATION	Brexit
ORGANIZATION	IyxWoIsYsd RT
PERSON	Peter Ireland Director
ORGANIZATION	Oxford Thermofluids Institute
ORGANIZATION	OxUInnovation Innovation RT
PERSON	Katie
PERSON	Katerina Johnson OxExpPsy
ORGANIZATION	Oxford Advice
PERSON	Marta Favara
ORGANIZATION	ToniaAntoniazzi Labour
PERSON	Gower
ORGANIZATION	All Party Parliamentry Group on Sin RT
ORGANIZATION	Emerging Tech Party
LOCATION	America
LOCATION	Polynesia Sweet
PERSON	Bryan Stevenson
PERSON	Elizabeth Nneja Anionwu
LOCATION	West London
PERSON	Michael Gelder
PERSON	John Geddes
PERSON	Phil Cowen
ORGANIZATION	OxfordSparks WorldPenguinDay Facebook
ORGANIZATION	UniofOxford
PERSON	Katie Chegwin
PERSON	Dudley
ORGANIZATION	C RT KebleOxford Keble
PERSON	James Cameron Tudor
ORGANIZATION	UniofOxford
ORGANIZATION	Teesside University
LOCATION	Oxford
PERSON	Davidmkeys
PERSON	Emily Flashman
ORGANIZATION	Oxfor RT
PERSON	Nick Pinks
ORGANIZATION	CKodXWtBMY Oxford
PERSON	Norma Aubertin Potter
PERSON	Emily Carrington Freeman
PERSON	Chris O Neill
ORGANIZATION	Civil Resistance and Power Politics Domestic
PERSON	Philipp Gr
ORGANIZATION	UN
PERSON	Ilina Singh
LOCATION	Earth
PERSON	Dame MorrisseyHelena
PERSON	VolunteerRecognitionDay
LOCATION	England
ORGANIZATION	Oxford Dodo
ORGANIZATION	Humanities Co
PERSON	Senia Paseta
PERSON	Contance Markievicz
ORGANIZATION	Oxford
LOCATION	Oxford
PERSON	Kate Adie
ORGANIZATION	BBC
ORGANIZATION	OxFlightGroup
ORGANIZATION	William Dunn School of Pathology
PERSON	Norman Heatley
ORGANIZATION	UK Tech News
ORGANIZATION	Uniof RT
ORGANIZATION	Oxford University
ORGANIZATION	Modern Art Oxford
PERSON	Rachel Whiteread
ORGANIZATION	UniofOx RT
ORGANIZATION	UniofOxford
ORGANIZATION	KTP
ORGANIZATION	UniofOxford
PERSON	Luciano Floridi
ORGANIZATION	Advisory Board
LOCATION	UK
ORGANIZATION	UniofOxford
ORGANIZATION	UniofOxford Equality and Diversity Newsletter
PERSON	Kevin Foster
LOCATION	America
LOCATION	New York
LOCATION	Chicago
ORGANIZATION	MML
PERSON	GirlsTalkLondon
PERSON	Dame MorrisseyHelena
PERSON	Damayanti
ORGANIZATION	University of Oxford
PERSON	Rachel
LOCATION	UK
PERSON	Jennifer Le Roy
PERSON	Pascal Gehring
PERSON	Myles Allen
ORGANIZATION	Dalveen Professor Senia Paseta Co
ORGANIZATION	Oxford
ORGANIZATION	Eminent NHS
PERSON	Jay Bernard
