type	entity
ORGANIZATION	Harvard
PERSON	Elizabeth Hinton
PERSON	Diablo Cody
PERSON	Benjamin Grimm
ORGANIZATION	Harvard
LOCATION	Wallach Garden
ORGANIZATION	Harvard
ORGANIZATION	Harvard
LOCATION	Virginia
LOCATION	Shenandoah Valley
ORGANIZATION	University
ORGANIZATION	Harvard
PERSON	Casey Khang Moore
ORGANIZATION	Harvard
ORGANIZATION	Harvard
LOCATION	Massachusetts Hall
ORGANIZATION	Harvard Arts Medalist Colson Whitehead
ORGANIZATION	Harvard
PERSON	James Earl Jones
ORGANIZATION	Harvard
PERSON	John McCain
ORGANIZATION	Senate Harvard
PERSON	CassSunstein
LOCATION	South Korea
PERSON	Allen
ORGANIZATION	Harvard
LOCATION	Annenberg Hall
PERSON	Drew Faust
PERSON	HarvardChanDean BillGates
PERSON	Lindsay D Amato
LOCATION	Missouri
ORGANIZATION	Harvard School of Dental Medicine
PERSON	Alex Ross
PERSON	DrMANowak
PERSON	Chimamanda Ngozi Adichie
ORGANIZATION	Harvard
ORGANIZATION	Harvard
ORGANIZATION	Hall of Fame
PERSON	Pedro Martinez
ORGANIZATION	RedSox
PERSON	Elizabeth Hinton
ORGANIZATION	Safe Life Foundation
PERSON	Bridget Terry Long
ORGANIZATION	Harvard Graduate School of Education Please
PERSON	Vikram Patel
ORGANIZATION	Harvard
PERSON	Bridget Terry Long
PERSON	Constance Kite
ORGANIZATION	S1DgWQv7qz Harvard
PERSON	John McCain
PERSON	Sheila Jasanoff
ORGANIZATION	Harvard
ORGANIZATION	Harvard
ORGANIZATION	GreenHarvard
ORGANIZATION	University
PERSON	John Park
ORGANIZATION	RadInstitute Pedro Mart nez
ORGANIZATION	Harvard
ORGANIZATION	Harvard
PERSON	Faust
PERSON	Robert E Rub
LOCATION	Tanzania Nigeria
LOCATION	Cape Verde
ORGANIZATION	Harvard
PERSON	Michael Sandel
LOCATION	Moscow
PERSON	Casey Khang Moore
ORGANIZATION	Harvard Arts Medalist
ORGANIZATION	Harvard
PERSON	Sophocles
ORGANIZATION	Harvard Stadium
LOCATION	Tanzania Nigeria
LOCATION	Cape Verde
ORGANIZATION	Harvard
ORGANIZATION	Harvard
LOCATION	Science Center Plaza
ORGANIZATION	Harvard Yard With
PERSON	Chimamanda Ngozi Adichie
ORGANIZATION	Harvard All
PERSON	Michael Mullan
PERSON	Sophocles
ORGANIZATION	Harvard Stadium
ORGANIZATION	Harvard Arts Medal
PERSON	Albert Hofman
ORGANIZATION	RadInstitute
PERSON	Allen Counter
ORGANIZATION	Harvard
PERSON	Anne
ORGANIZATION	Harvard
PERSON	Rembrand Koning
ORGANIZATION	Harvard Allston Partnership Fund
ORGANIZATION	Harvard Arts Medal
ORGANIZATION	Harvard
ORGANIZATION	Harvard
LOCATION	Allston
PERSON	Alan Garber
PERSON	Dean Frank Doyle Watch
ORGANIZATION	Harvard
ORGANIZATION	Harvard
PERSON	Marielle Franco
PERSON	DataSmartCities Solutio Malia Clark
ORGANIZATION	Harvard
ORGANIZATION	Harvard Sustainability Report
LOCATION	Allston Brighton
ORGANIZATION	CityOfBoston
ORGANIZATION	Harvard the Harvard Allston Partnership
PERSON	Albert Hofman
ORGANIZATION	Harvard
PERSON	Ella Fitzgerald
ORGANIZATION	Harvard
ORGANIZATION	Harvard
PERSON	Alex Ross
PERSON	Ric
LOCATION	Baker Library
PERSON	Alan Garber
ORGANIZATION	Harvard
ORGANIZATION	University
ORGANIZATION	Harvard
PERSON	Tania Fabo
ORGANIZATION	HarvardHBS RT
ORGANIZATION	Harvard
ORGANIZATION	Science Research Mentoring Program
PERSON	Lance Oppenheim
PERSON	Elizabeth Keto
PERSON	Tania Fabo
ORGANIZATION	Harvard
ORGANIZATION	Noon ET Harvard
PERSON	Drew Faust
ORGANIZATION	Harvard
PERSON	Benjamin Crump Lezley McSpadden Jason Pollock Jasmine Rand Ashley Spillane
PERSON	Khalil Muhammad
ORGANIZATION	WorldBookDay
PERSON	John Lithgow
PERSON	Charles Simic
PERSON	Pierre Berasta
PERSON	Ojeda
ORGANIZATION	Harvard s Office of Sexual Assault Preventio
PERSON	William Shakespeare
ORGANIZATION	Harry Elkins Widener
ORGANIZATION	Harvard
ORGANIZATION	Harvard
PERSON	Lance Oppenheim
ORGANIZATION	Research
LOCATION	Wallach Garden
ORGANIZATION	EHIYoD7nkz Happy EarthDay Harvard
ORGANIZATION	Harvard WelcometoHa RT
ORGANIZATION	Boston Globe
LOCATION	Boston
ORGANIZATION	Harvard
ORGANIZATION	Harvard
PERSON	Sunn
PERSON	Cheaux
PERSON	Chimamanda Ngozi Adichie
PERSON	Harvard_Law Liu Zhenya
LOCATION	China
ORGANIZATION	Harvard
PERSON	DulacLab
PERSON	Lance Oppenheim
ORGANIZATION	Tribeca Film Festival
PERSON	Elizabeth Keto
ORGANIZATION	American Academy of Arts and Sciences
ORGANIZATION	Harvard
ORGANIZATION	Harvard
ORGANIZATION	Visitas Sarah
LOCATION	Cambridge
LOCATION	Boston
LOCATION	Beijing
PERSON	Cui Tiankai
ORGANIZATION	Upcoming Lee Historical Lecture
PERSON	Rainer Weiss
ORGANIZATION	National Science Foundation Took
PERSON	Chimamanda Ngozi Adichie
ORGANIZATION	Harvard College
PERSON	Elizabeth Keto
LOCATION	Paris
ORGANIZATION	Fmr EPA
PERSON	Gina McCarthy
ORGANIZATION	Harvard
ORGANIZATION	Harvard
PERSON	Angus Deaton
PERSON	Michael Marmot
PERSON	Jennie Kunes
ORGANIZATION	Harvard
ORGANIZATION	Harvard
ORGANIZATION	Harvard
ORGANIZATION	Office for Sustainability
PERSON	Drew Faust
ORGANIZATION	Harvard
ORGANIZATION	RadInstitute
LOCATION	Wallach Garden
ORGANIZATION	Harvard
PERSON	Steve__Beshear
ORGANIZATION	Kentucky Jim Douglas
LOCATION	Vermont
PERSON	Jack Markell
LOCATION	Delaware
ORGANIZATION	Harvard
PERSON	Sunn
PERSON	Cheaux
ORGANIZATION	Harvard
LOCATION	Wallach Garden
ORGANIZATION	Harvard
ORGANIZATION	KN8pRjUp6j Harvard
ORGANIZATION	Harvard
PERSON	Daniel Lieberman
ORGANIZATION	Boston Marathon
ORGANIZATION	RT HarvardWHockey Harvard
ORGANIZATION	Harvard
PERSON	Daniel Lieberman
PERSON	Bannister
ORGANIZATION	Harvard College
PERSON	Harry Elkins Widener
ORGANIZATION	Harvard
PERSON	Romero
LOCATION	Boston
ORGANIZATION	Adams House
ORGANIZATION	Harvard
PERSON	Drew Gilpin Faust
LOCATION	Boston
PERSON	Rosamond Purcell
ORGANIZATION	Harvard
ORGANIZATION	Harvard
PERSON	Daniel Lieberman
ORGANIZATION	Harvard Chan
ORGANIZATION	Mar RT HarvardBaseball Harvard
PERSON	Noah Zavolas
ORGANIZATION	Crimson
ORGANIZATION	Harvard
LOCATION	Paris
PERSON	JesseB Jennifer Kotler
ORGANIZATION	BostonMarathon Harvard
PERSON	Daniel Lieberman
ORGANIZATION	Harvard
ORGANIZATION	Harvard
ORGANIZATION	Adams House
LOCATION	FDR Suite
ORGANIZATION	Navy SEAL
