type	entity
LOCATION	Germany
ORGANIZATION	Voice RT
ORGANIZATION	Aztecs
ORGANIZATION	Met Museum
PERSON	Max Hollein
LOCATION	Vienna
LOCATION	San Francisco
PERSON	Museu Max Hollein
ORGANIZATION	Metropolitan Museum of Art
LOCATION	Metropolitan Museum of Art
PERSON	Francine Prose
PERSON	Jeff Rosenheim
ORGANIZATION	MetMuseum
PERSON	Katerina Jebb
ORGANIZATION	MetHeavenlyBodies
ORGANIZATION	Catholic Imagination
PERSON	Sheila Canby
ORGANIZATION	James RT
LOCATION	Glasgow
LOCATION	France
ORGANIZATION	Atout France AtoutFranceUSA
ORGANIZATION	Paris Region Tourist Board
ORGANIZATION	Lafayette Tr
PERSON	Ben Franklin
LOCATION	Europe
LOCATION	Versailles
LOCATION	Versailles
PERSON	Benjamin Franklin
ORGANIZATION	The Met CVersailles
LOCATION	Versailles
LOCATION	Versailles
ORGANIZATION	Feather Joseph Cornell
PERSON	Juan Gris
ORGANIZATION	Cornell
LOCATION	Arabia
LOCATION	Americas
PERSON	Anselm Kiefer
ORGANIZATION	Quicksilver Brilliance Adolf de Meyer Photographs
PERSON	Ed Ruscha
PERSON	Tom McCarthy
PERSON	Tara
PERSON	Sarup Singh
ORGANIZATION	Metropolitan Museum of Art
PERSON	F Droimer
PERSON	Stefano da Verona
PERSON	Gerrit Dou
PERSON	Dou
LOCATION	Leiden
LOCATION	New York City
LOCATION	Diamond Mountains
LOCATION	Korea
LOCATION	Malqata
PERSON	Jean Jacques Rousseau
ORGANIZATION	JamesDoyleMet Start
LOCATION	Calakmul
LOCATION	Palenque
ORGANIZATION	Catholic Imagination
PERSON	William Eggleston
LOCATION	Los Alamos
PERSON	Edgar Degas
PERSON	Keith Christiansen
LOCATION	Baltic Sea
PERSON	Luke Syson
PERSON	Sheena Wagstaff
LOCATION	Versailles
PERSON	Dan
ORGANIZATION	Metropolitan Museum of Art
PERSON	Fragonard
ORGANIZATION	Fragonard
LOCATION	Western Cameroon
PERSON	Foggin
PERSON	Anselm Kiefer
ORGANIZATION	Metropolitan Museum of Art
PERSON	Edward Hicks
PERSON	Edward Hicks
PERSON	Baron Adolf de Meyer
LOCATION	Palenque
LOCATION	Chiapas
LOCATION	Palenque
LOCATION	Chiapas Mexico
PERSON	Riza yi Abbasi
LOCATION	South America
LOCATION	Pinterest
LOCATION	Pinterest
PERSON	Joseph Cornell
PERSON	Juan Gris
PERSON	Ed Ruscha
PERSON	Tom McCarthy
LOCATION	Atlantic
LOCATION	Harihara
ORGANIZATION	Shiva
LOCATION	Peru
PERSON	Bartolomeo Cristofori
PERSON	Carl Faberg
