type	entity
PERSON	Helen Frankenthaler
PERSON	Helen Frankenthaler
PERSON	Vuillard
PERSON	Koala
ORGANIZATION	Deltron
LOCATION	Egypt
LOCATION	Rome
PERSON	Rabih Mrou
LOCATION	Chicago
PERSON	Lloyd Wright
PERSON	Piet Mondrian
PERSON	Helen Frankenthaler
PERSON	Helen Frankenthaler
PERSON	Koala
PERSON	Roberto Matta
PERSON	Helen Frankenthaler
PERSON	Helen Frankenthaler
PERSON	Alex Katz
PERSON	Ann Goldstein Alex Katz
ORGANIZATION	Alsdorf Galleries
PERSON	KidKoala
PERSON	Mounira Al Solh
LOCATION	Chicago
ORGANIZATION	Chicago Start
ORGANIZATION	Art Institute
LOCATION	Ikebana
LOCATION	Flora
PERSON	Max Ernst
PERSON	Messiaen
PERSON	OnThisDay Vincent van Gogh
ORGANIZATION	Art Institute s Block Party
LOCATION	Chicago
PERSON	Mounira Al Solh
ORGANIZATION	Art Institute s Block Party
PERSON	Cauleen Smith
PERSON	Gwendolyn Brooks
ORGANIZATION	American Southwest
PERSON	Wu Tsang
PERSON	Wu Tsang
PERSON	Lois
PERSON	Joan Mitchell
LOCATION	Chicago
ORGANIZATION	Art Institute BUY TICKETS
PERSON	Edward Steichen
PERSON	Wolfgang Voigt
PERSON	Wu Tsang
PERSON	Wu Tsang
PERSON	Adam
PERSON	Wang Dongling
ORGANIZATION	Art Institute s Block Party
PERSON	Natalia Goncharova
PERSON	Rosalba Carriera
ORGANIZATION	Art Institute s Block Party
PERSON	John L Sullivan
PERSON	Graf Zeppelin
LOCATION	CHICAGO
ORGANIZATION	Art Institute
LOCATION	China
PERSON	Pablo Picasso
LOCATION	Persia Centra Asia
LOCATION	Turkestan
PERSON	Tang
PERSON	Philippe Parreno
LOCATION	Chicago
PERSON	Gertrude Abercrombie
PERSON	Henry Fuseli
PERSON	Henry Fuseli
ORGANIZATION	Modern Wing Catch
PERSON	Wanda Pimentel
LOCATION	Brazil
PERSON	Don
PERSON	Storyteller Don
ORGANIZATION	Art Institute
ORGANIZATION	TripAdvisor
LOCATION	Chicago
LOCATION	Guinea
ORGANIZATION	Modern Wing
PERSON	Mounira Al Solh
ORGANIZATION	Art Institute s Block Party
PERSON	Gladys Nilsson
LOCATION	Chicago
PERSON	Wolfgang Voigt Wolfgang Voigt
PERSON	Bertrand Goldberg
LOCATION	Chicago
ORGANIZATION	K4sTMvCIVo RT
ORGANIZATION	Art Institute
LOCATION	Chicago
ORGANIZATION	Chicago Join
ORGANIZATION	Art Institute
PERSON	Karl Schmidt Rottluff
ORGANIZATION	Art Institute
PERSON	Wolfgang Voigt
PERSON	Piet Mondrian
PERSON	Barak
PERSON	Soleil
ORGANIZATION	WSJ
LOCATION	China
PERSON	Mary Cassatt
PERSON	Giovanni Battista Tiepolo
ORGANIZATION	Art Institute s Block Party
LOCATION	Europe
LOCATION	China
LOCATION	Chicago
PERSON	Cindy Sherman
ORGANIZATION	Modern Wing Experi
LOCATION	Japan
ORGANIZATION	Art Institute
LOCATION	Italy
PERSON	Henry Ossawa Tanner
ORGANIZATION	Art Institute s Block Party
ORGANIZATION	CHICAGO
PERSON	Barak
PERSON	Soleil
ORGANIZATION	Art Institute
PERSON	Louis Philippe Honor Victorin
PERSON	Christine Sun Kim Lautplan
PERSON	Lorraine O Grady
LOCATION	India
PERSON	Husain
LOCATION	India
LOCATION	China
PERSON	Jean Louis Forain
ORGANIZATION	Art Institute s Block Party
LOCATION	Mexico
PERSON	Christine Sun Kim Lautplan
PERSON	Horace Pippin
ORGANIZATION	Modern Wing Experi
PERSON	Mounira Al Solh
LOCATION	Chicago
PERSON	Ivan Albright
LOCATION	China
PERSON	Don
PERSON	Marion Perkins
ORGANIZATION	Art Institute s Block Party
ORGANIZATION	Cubs
PERSON	Philippe Parreno
PERSON	Joshua Johnson
PERSON	Yuri Suzuki
ORGANIZATION	Happy Vale
PERSON	Marcel Duchamp
PERSON	Xu Longsen
PERSON	Christine Sun Kim Lautplan
LOCATION	Montreal
PERSON	Valentine
ORGANIZATION	Harlem Renaissance
PERSON	Jacob Lawrence
PERSON	Yuri Suzuki
PERSON	Midori Takada
PERSON	Midori
ORGANIZATION	Art Institute
PERSON	Auguste Rodin
PERSON	Hendrik Folkerts
PERSON	Mounira Al Solh
LOCATION	Chicago
PERSON	Archibald Motley
LOCATION	Montreal
PERSON	Christine Sun Kim Lautplan
ORGANIZATION	Auxiliary Board After Party
ORGANIZATION	Art Institute
LOCATION	Illinois
LOCATION	Montreal
PERSON	Mounira Al Solh
PERSON	Eldzier Cortor
PERSON	Yuri Suzuki
PERSON	Claude Monet
ORGANIZATION	Bank of the Seine Bennecourt
ORGANIZATION	Auxiliary Board After Party
PERSON	Charles White
PERSON	Mounira Al Solh
PERSON	Mounira Al Solh
ORGANIZATION	Kid Koala s Satellite Turntable Orchestra Join
ORGANIZATION	Auxiliary Board 45th Anniversary Celebration After Party Join
PERSON	Mounira Al Solh
LOCATION	Montreal
LOCATION	Chicago
PERSON	Auguste Rodin
PERSON	Antoinette Le Normand Romain
PERSON	Emerson Bowyer
PERSON	Mounira Al Solh Mounira Al Solh
LOCATION	Chicago
LOCATION	Egypt
LOCATION	Greece
LOCATION	Mir Mir
LOCATION	America
LOCATION	New York
LOCATION	Montreal
ORGANIZATION	Art Institute Route
PERSON	Mounira Al Solh
LOCATION	Michigan Avenue Chicago
PERSON	Georgia O Keeffe
LOCATION	Illinois
PERSON	Manet
ORGANIZATION	Art Institute
LOCATION	Chicago
PERSON	Siah Armajani
ORGANIZATION	Auxiliary Board
LOCATION	Chicago
PERSON	Andy
PERSON	Andy
PERSON	Paul
PERSON	Antoinette Le Normand Romain
ORGANIZATION	Emerson Bowyer Join
PERSON	Auguste Rodi
LOCATION	Europe
ORGANIZATION	Art Institute
PERSON	Marcel Duchamp
PERSON	Katharine Kuh
ORGANIZATION	Art Institute
ORGANIZATION	Gold Printing Authority
PERSON	Rodin
LOCATION	Rodin Sculptor
PERSON	Henry Fuseli
PERSON	Fuseli
PERSON	Martin Luther King
PERSON	Martin Luther King Jr
PERSON	John Singer Sargent
PERSON	Shostakovich
LOCATION	Nigeria
PERSON	Martin Luther King Jr
LOCATION	Ikebana
LOCATION	Flora
PERSON	Wolfgang Voigt
PERSON	Wolfgang Voigt
ORGANIZATION	Gold Printing Authority
PERSON	Koala
PERSON	Haley Fohr Haley Fohr
LOCATION	Illinois
PERSON	Martin Luther King Jr
PERSON	Shostakovich
PERSON	Martin Luther King Jr
PERSON	Haley Fohr Haley Fohr
LOCATION	Paris
PERSON	Andy Warhol
PERSON	Rodin
PERSON	Martin Luther King Jr
PERSON	Judy
PERSON	William Glackens
PERSON	William Bonnell
ORGANIZATION	Art Institute of Chicago Please
ORGANIZATION	Art Institute
PERSON	Francisco de Goya
LOCATION	Brazil
ORGANIZATION	Art Institute FREE
ORGANIZATION	Art Institute of Chicago Please
ORGANIZATION	Art Institute
ORGANIZATION	Art Institute
LOCATION	Gelede
ORGANIZATION	Art Institute FREE
ORGANIZATION	Art Institute
LOCATION	Chicago
LOCATION	Lake Michigan
LOCATION	Lincoln Park
ORGANIZATION	PAqdWsuvof Elizabeth Price
PERSON	Paul Klee
ORGANIZATION	Art Institute FREE
PERSON	Morris Kantor
ORGANIZATION	House
LOCATION	Japan
PERSON	Revoliutsiia Demonstratsiia Sov
ORGANIZATION	Art Institute of Chicago HOLIDAYS
PERSON	Maria Gough
ORGANIZATION	Harvard U
PERSON	James Goggin
PERSON	Jasper Johns
PERSON	Roberta Bernstein Free
PERSON	Leigh Ledare
ORGANIZATION	Art Institute
PERSON	Buddha
LOCATION	Tibet
PERSON	Helen Frankenthaler
PERSON	Helen Frankenthaler
ORGANIZATION	Roma
PERSON	Jasper Johns
PERSON	Roberta Bernstein Free
PERSON	Amaral
PERSON	James Goggin
ORGANIZATION	Tea Party
ORGANIZATION	Art Institute
PERSON	Rodin
ORGANIZATION	NcWVXZFcms Reliquaries
PERSON	Stuart Davis
PERSON	James Goggin
PERSON	James Goggin
PERSON	Bazille
ORGANIZATION	Tea Party
ORGANIZATION	Art Institute of Chicago
ORGANIZATION	St Catherine
PERSON	Katharina Fritsch
PERSON	James Goggin
PERSON	James Goggin
PERSON	Frank Lloyd Wright NowOnView
ORGANIZATION	ARS
PERSON	Jasper Johns
PERSON	Roberta Bernstein Free
PERSON	Molly
PERSON	Georges Seurat
ORGANIZATION	La Grande Jatte
LOCATION	Salado
LOCATION	Mogollon
LOCATION	Tarsila Brazil
LOCATION	Shukongojin
LOCATION	Europe
PERSON	Mark Kelly
PERSON	Bartolomeo Manfredi
PERSON	Cupid
PERSON	Matt Great
LOCATION	Philbrook
ORGANIZATION	LACMA
PERSON	Eva Hesse
ORGANIZATION	Art Institute
PERSON	Henry Fuseli
PERSON	Henry Fuseli
PERSON	Henri de Toulouse Lautrec
PERSON	Don
ORGANIZATION	Lions
ORGANIZATION	Art Institute
ORGANIZATION	Art Institute
ORGANIZATION	Art Institute
LOCATION	China
ORGANIZATION	Art Institute
LOCATION	Revoliutsiia
ORGANIZATION	Lions
