type	entity
LOCATION	Michigan
PERSON	Wagner
ORGANIZATION	DIA
LOCATION	Detroit
ORGANIZATION	6pm RT
ORGANIZATION	Power of Costume Ma
LOCATION	Detroit
ORGANIZATION	DIA
PERSON	Don
ORGANIZATION	81st Detroit Public S RT
ORGANIZATION	yVvOw7WlAi Cass Technical High School
PERSON	Kaleigh Blevins
PERSON	Kaleigh
ORGANIZATION	DIA
ORGANIZATION	Teen Council
ORGANIZATION	DIA
ORGANIZATION	DIA
ORGANIZATION	Detroit Institute
ORGANIZATION	DIA
PERSON	Tyree Guy
ORGANIZATION	DIA
ORGANIZATION	Asian Pacific American Heritage Month
ORGANIZATION	Ins RT
ORGANIZATION	Detroit Film Theatre
LOCATION	Wayne Oakland
LOCATION	Macomb
LOCATION	Detroit
ORGANIZATION	DIADetroit Including Mariska Hargitay PAKy RT
ORGANIZATION	DIA
ORGANIZATION	Detroit Public Schools Community District S
PERSON	Per Benjamin
ORGANIZATION	Elizabeth Sites Kuhlman
ORGANIZATION	Detroit Industry
ORGANIZATION	Westland
PERSON	Prince
LOCATION	Detroit
PERSON	CarrieMaeWeems
ORGANIZATION	Independent Sector Organization
PERSON	SalvadorSalort Pons
PERSON	Gene Gargaro
PERSON	Tak Omitsu
PERSON	TaylorRAldridge
PERSON	Odilon Redon
ORGANIZATION	DIA
PERSON	Wayne Oakland
LOCATION	Macomb
LOCATION	Detroit
LOCATION	Motor City
ORGANIZATION	VisitDetroit Tigers
PERSON	Don
LOCATION	Palmer Park
LOCATION	Detroit
PERSON	BarkleyHendricks
ORGANIZATION	Power of Costume
ORGANIZATION	NEH
PERSON	JonPeede
ORGANIZATION	NEH
PERSON	Al Kaline
LOCATION	Detroit
LOCATION	Village Club of Bloomfield Hills
LOCATION	Hollywood
PERSON	Wayne Kramer
LOCATION	Detroit
PERSON	Dennis Coffey Robert Bra
ORGANIZATION	Metro Detroit Oscar
PERSON	Sue Marx
ORGANIZATION	OaklandCounty
ORGANIZATION	DIA
PERSON	Jane Ham
PERSON	Diego Rivera
PERSON	Bernard G Silberstein
LOCATION	Detroit
LOCATION	Prentis Court The DIA
PERSON	Alise Alousi
ORGANIZATION	InsideOutDET Sakila Islam
LOCATION	Detroit
ORGANIZATION	Detroit Public Schools Community District Student Exhibition
LOCATION	Magic City
ORGANIZATION	DIA
PERSON	Per Benjamin
LOCATION	Detroit
ORGANIZATION	Detroit Film Theatre
PERSON	Philippe Van Leeuw
LOCATION	Syria
LOCATION	Detroit
ORGANIZATION	Power of Costume
ORGANIZATION	DIA
LOCATION	Detroit
PERSON	LouisAgui Don
ORGANIZATION	DIA
PERSON	Wayne Kramer
LOCATION	Detroit
PERSON	Dennis Coffey Robert
PERSON	Coleman
LOCATION	Mopper Memorial
LOCATION	Middle East
PERSON	Dario Escobar
LOCATION	Detroit
PERSON	Marv Won
PERSON	Vincent van Gogh
LOCATION	Paris
PERSON	Van Gogh
ORGANIZATION	DIA
PERSON	Rachel Ruysch
LOCATION	Wayne Oakland
LOCATION	Detroit
ORGANIZATION	Tigers
LOCATION	DIA Play Ball Baseball
ORGANIZATION	DIA
LOCATION	America
PERSON	Powell Miller
PERSON	Kimberly
ORGANIZATION	Detroit Public
LOCATION	Wayne Oakland
LOCATION	Macomb
ORGANIZATION	DIA
ORGANIZATION	Village Club
LOCATION	Bloomfield Hills
ORGANIZATION	Detroit Public Schools Community District
PERSON	Wayne Oakland
LOCATION	Macomb County
ORGANIZATION	Detroit Public Schools Community District Student Exhibition
PERSON	Tmillerpoetry
ORGANIZATION	RT Local4News Detroit Institute of Arts
PERSON	Richard Einhorn
ORGANIZATION	Voices of Light
PERSON	Carl Th Dreyer
ORGANIZATION	DIA
PERSON	Diego Rivera
ORGANIZATION	Detroit Industry
ORGANIZATION	Detroit Tigers
PERSON	Richard Einhorn
ORGANIZATION	Voices of Light
PERSON	Carl Th Dreyer
ORGANIZATION	DIA
ORGANIZATION	DIA
ORGANIZATION	DIA
ORGANIZATION	Detroit Film Theatre
ORGANIZATION	DIA
ORGANIZATION	Detroit Institute of Arts
ORGANIZATION	Plymouth Noon Rotary Club
PERSON	Don
LOCATION	Between Bar Bahar
ORGANIZATION	Detroit Film Theatre
PERSON	Maysaloun Hamoud
ORGANIZATION	Alma
ORGANIZATION	DIA
LOCATION	Detroit
LOCATION	Detroit
PERSON	Wayne Oakland
LOCATION	Macomb
PERSON	Wayne
ORGANIZATION	CityofDetroit RT
LOCATION	Wayne County
ORGANIZATION	Detroit Film Theatre
ORGANIZATION	Detroit Film Theatre
ORGANIZATION	DIA
LOCATION	Detroit
PERSON	Joe
ORGANIZATION	Detroit
PERSON	Mario Moore Gilda Snowden Charles McGee Marshall Fredericks Bill Detroit
ORGANIZATION	NCAA
ORGANIZATION	Amazon
ORGANIZATION	WRSdf1iArN RT
ORGANIZATION	OaklandCounty
ORGANIZATION	WayneCounty
ORGANIZATION	DIA
LOCATION	Detroit
ORGANIZATION	Fisher Music Center
LOCATION	America
ORGANIZATION	Detroit Public Schools Community District
ORGANIZATION	Power of Costume
ORGANIZATION	DIA
ORGANIZATION	DIA
ORGANIZATION	DIA
PERSON	Richard Einhorn
ORGANIZATION	Detroit Institute of Arts Popular Inside Out
ORGANIZATION	DIA
ORGANIZATION	Detroit Film Theatre
LOCATION	Greece
ORGANIZATION	Gallery Service Gallery Information
ORGANIZATION	Plymouth Noon Rotary Club
LOCATION	Wayne Oakland
ORGANIZATION	Detroit Film Theatre
ORGANIZATION	DIA
PERSON	MagdaleneOdundo
PERSON	LornaSimpson
PERSON	SalvadorSalort Nina
PERSON	Nina Holden
ORGANIZATION	DIA
ORGANIZATION	Southfield Public Library
PERSON	HowardenaPindell
LOCATION	Korea
LOCATION	Taiwan
LOCATION	Detroit
PERSON	Barry Gordy
PERSON	Diego Rivera
PERSON	Arn
PERSON	Nancy Tellem
LOCATION	Detroit
ORGANIZATION	ce RT DetroitPistons Squad
ORGANIZATION	DIA
PERSON	SalvadorSalort Pons
ORGANIZATION	Detroit Policy Conference
LOCATION	Salvador
ORGANIZATION	OakGov Board of Commissioners
PERSON	Oakla BeaufordDelaney
LOCATION	New York
ORGANIZATION	DIA
PERSON	Mother Helen Moore
LOCATION	Detroit
PERSON	Mario Mo
PERSON	Elliot Wilhelm
ORGANIZATION	Detroit Film Theatre Click
PERSON	Valerie Mercer
ORGANIZATION	GM Center for African American Art
ORGANIZATION	DIA
PERSON	Valerie Mercer
ORGANIZATION	GM Center for African American Art
ORGANIZATION	Detroit Film Theatre
PERSON	Donald Calloway
PERSON	Patti Smith
PERSON	Patti
LOCATION	China Taiwan
LOCATION	Korea
LOCATION	China
ORGANIZATION	Detroit Fine Arts Breakfast Club
PERSON	SalvadorSalort Angelo Sherman
LOCATION	DETROIT
PERSON	Don
PERSON	Donald Calloway
ORGANIZATION	Wayne Oakland
ORGANIZATION	Tigers
PERSON	Lucy Mensah
PERSON	Taylor Aldridge
PERSON	Valerie Mercer
PERSON	Obama
LOCATION	Beaumont Family Medicine Center
LOCATION	St Clair Shores
ORGANIZATION	OaklandCounty
ORGANIZATION	DIA Don
LOCATION	Macomb County
LOCATION	Roseville St Clair Shores
PERSON	Kehinde Wiley
ORGANIZATION	NPG
PERSON	Barack
PERSON	Michelle Obama
PERSON	Amy Sherald
PERSON	Kehinde Wile
LOCATION	St Clair Shores
PERSON	J Dilla
PERSON	Dilla
PERSON	Cecelia Sharpe
ORGANIZATION	Detroit Film Theatre
ORGANIZATION	DIA
ORGANIZATION	DIA
PERSON	Rick Mahorn Congrats
ORGANIZATION	Metro Detroit
ORGANIZATION	DIA
LOCATION	Detroit
LOCATION	Anton Art Center
PERSON	SalvadorSalort
PERSON	Rick Mahorn
PERSON	Dilla
LOCATION	RosevilleCity
ORGANIZATION	Macomb County Arts Authority
LOCATION	America
ORGANIZATION	DIA
PERSON	Willie Cole
PERSON	Hooper
ORGANIZATION	Schroeder Cherry
PERSON	Willie Cole
PERSON	Jocelyn Rainey
ORGANIZATION	DetroitPistons Motor City Minis
PERSON	Mahoganyjonez
PERSON	Sammy Davis Jr
PERSON	Tracy K Smith
ORGANIZATION	DIA
PERSON	Tracy K Smith
PERSON	Tracy K Smith
PERSON	Tracy K Smith
ORGANIZATION	BlackH RT
ORGANIZATION	U S Poet Laureate Tracy K Smith
ORGANIZATION	Black History Month
PERSON	Arn
PERSON	Nancy Tellem
ORGANIZATION	RT After5Detroit Kick off Black History Month
ORGANIZATION	DIA
ORGANIZATION	U S Poet Laureate Tracy K
LOCATION	Detroit
LOCATION	Detroit
PERSON	Marv Won
LOCATION	Detroit Museum of Art
ORGANIZATION	Vernor Elementary School
PERSON	Tracy K Smith
ORGANIZATION	Detroit Film Theatre
PERSON	Rich
LOCATION	Wayne Oakland
ORGANIZATION	Macomb BlackHistoryDIA
LOCATION	Wayne County
ORGANIZATION	U S Poet Laureate Tracy K Smith
ORGANIZATION	DIA
ORGANIZATION	Monet
LOCATION	Paris
PERSON	Tracy K Smith
ORGANIZATION	DIA Detroit Film Theater Audi RT
ORGANIZATION	DIA
ORGANIZATION	Detroit Film Theatre
LOCATION	Detroit
ORGANIZATION	DIA
LOCATION	Detroit
PERSON	J Dilla
LOCATION	Detroit
LOCATION	Detroit
ORGANIZATION	Earhart Elementary Middle School
PERSON	Taylor Aldridge
PERSON	Lucy Mensah
PERSON	Paul C zanne
ORGANIZATION	Monet
LOCATION	Oakland County
ORGANIZATION	Fischers
ORGANIZATION	GM
PERSON	Mark Reuss
ORGANIZATION	Detroit Film Theatre
ORGANIZATION	Ticke
PERSON	Martha
ORGANIZATION	Mary Magdalene Caravaggio 1598 Detroit Institute of Art MuseumSelfieDay DIADetroit
PERSON	Ter Borch Lady
ORGANIZATION	Toilette
ORGANIZATION	Monet Framing Life
PERSON	Chu
ORGANIZATION	DIA Studio
PERSON	Salvador Salort Pons
ORGANIZATION	DIA
ORGANIZATION	OaklandCounty
PERSON	Don
LOCATION	Detroit
ORGANIZATION	Monet Framing Life
PERSON	SalvadorSalort Don
LOCATION	Cameroon
ORGANIZATION	Black History Month Kick Off
ORGANIZATION	DIA
PERSON	Aaron Douglas
PERSON	Wayne Oa
ORGANIZATION	DIA
ORGANIZATION	Detroit Film Theatre
PERSON	Eszter Balint
ORGANIZATION	DIA
ORGANIZATION	Detroit Film Theatre
PERSON	Kenneth Myers
PERSON	Leyya Tawil Bayoumi Ibrahim Ghawanmeh
ORGANIZATION	Detroit Film Theatre
PERSON	BombCyclone
ORGANIZATION	Douglas Detroit Institute of Arts
PERSON	Aaron Douglas
ORGANIZATION	Detroit Film Theatre
PERSON	Hedy Lamarr Story
PERSON	Lea
LOCATION	Detroit
PERSON	Frederic Church s j Beautiful
PERSON	SalvadorSalort
LOCATION	Spain
PERSON	Piet Oudolf
ORGANIZATION	DIADetroit F RT
ORGANIZATION	Jazz Alley Chicago Illinois Roland L
ORGANIZATION	DIA
ORGANIZATION	Monet Framing Life
ORGANIZATION	Detroit Film Theatre Pairs Tea
ORGANIZATION	DIA
PERSON	Dylan Dunbar Jennifer Westwood Paul Randolph Bobby
LOCATION	Detroit
LOCATION	Detroit
ORGANIZATION	Monet
LOCATION	Wayne Oakland
LOCATION	Macomb
ORGANIZATION	DIA
LOCATION	Detroit
ORGANIZATION	DIA
ORGANIZATION	DIA
ORGANIZATION	DIA
ORGANIZATION	Frederic Church
LOCATION	Far East
ORGANIZATION	Garden Club
LOCATION	Michigan
ORGANIZATION	DIA
ORGANIZATION	Detroit Film Theatre
PERSON	JennyRisher
ORGANIZATION	DIA
PERSON	Charles McGee
PERSON	McGee
PERSON	Charles McGee
LOCATION	Detroit
ORGANIZATION	DIA
LOCATION	Wayne Oakland
LOCATION	Macomb
LOCATION	Detroit
LOCATION	Lumin
PERSON	Lumin
ORGANIZATION	DIA Shop
ORGANIZATION	OaklandCounty
LOCATION	Wayne Oakland
LOCATION	Macomb
ORGANIZATION	J2b93jS1pA Eric Huck DIA
PERSON	Madonna
ORGANIZATION	DIA
LOCATION	Detroit
LOCATION	Wayne Oakland
LOCATION	Macomb
ORGANIZATION	DIA
ORGANIZATION	DIA
LOCATION	Detroit
ORGANIZATION	DiegoRivera Google
PERSON	Don
LOCATION	Detroit
LOCATION	Detroit
ORGANIZATION	Detroit Lyft
PERSON	Wilson
PERSON	Deborah F Copeland
PERSON	Lauren
PERSON	Michelle
PERSON	Reg Pettibone
ORGANIZATION	Ho Chunk Nation
ORGANIZATION	Post Impressionists
PERSON	Guyton
ORGANIZATION	Rosa Parks Heidelberg Fragment
LOCATION	Macomb County
ORGANIZATION	Macomb County RT
LOCATION	Washtenaw County
ORGANIZATION	DIA
ORGANIZATION	TaylorRAldridge
PERSON	Lucy Mensah
ORGANIZATION	DIA
PERSON	Taylor Aldridge
PERSON	Lucy
ORGANIZATION	Oakland Wayne
LOCATION	Detroit
PERSON	Don
ORGANIZATION	DIA
ORGANIZATION	Picasso
ORGANIZATION	DIA
ORGANIZATION	Monet Framing Life Church
PERSON	Melchior de Hondecoeter
ORGANIZATION	Monet Framing Life amp amp Church
PERSON	Oskar Kokoschka
ORGANIZATION	DIADetroit Kresge
ORGANIZATION	DIA
ORGANIZATION	OaklandCounty
PERSON	Wayne
LOCATION	Macomb
LOCATION	Detroit
PERSON	Wendy Vogel
PERSON	SalvadorSalort JennyRisher KahnSantori NickSpeedEnt
LOCATION	Detroit
PERSON	Horace H Rackham
ORGANIZATION	DIA
LOCATION	Oakland Macomb
PERSON	Wayne
LOCATION	Parthenon
LOCATION	Middle East
ORGANIZATION	Mediterranea
PERSON	JennyRisher
PERSON	KahnSantori NickSpeedEnt
PERSON	Nancy Barr
ORGANIZATION	DIA
PERSON	Mohamed Bayoumi
PERSON	Mohannad Ghawanmeh
PERSON	Michael Ibrahim
PERSON	Jenny Risher Detroit
