type	entity
PERSON	Danica Savonick
PERSON	Lisa Tagliaferri
PERSON	Miriam Posner
ORGANIZATION	Keystone Digital Humanities Conference
PERSON	Posner
PERSON	Audrey Watters
ORGANIZATION	City University of New York CUNY Mapping the Futures of Higher Education
PERSON	Paulo Freire Jacques Ranci
PERSON	Freire
PERSON	Ranci
PERSON	Posner
PERSON	Audre Lorde
PERSON	Lorde
PERSON	Roopika Risam
PERSON	Davidson
PERSON	Davidson
ORGANIZATION	Futures of Higher Education
PERSON	Cathy N Davidson
LOCATION	Graduate Center CUNY
LOCATION	New York City CUNY
ORGANIZATION	CUNY s City College
PERSON	Pell
ORGANIZATION	CUNY Office of Policy Research We
PERSON	Cathy N Davidson
PERSON	William P Kelly
ORGANIZATION	Lehman College Queens College
ORGANIZATION	Kingsborough Community College
PERSON	Kalle Westerling
LOCATION	New York
PERSON	Davidson
PERSON	Goldberg
PERSON	Matthew K Gold
ORGANIZATION	CBOX
ORGANIZATION	Futures of Higher Education
PERSON	Katina Rogers
PERSON	Lisa Tagliaferri
PERSON	Davidson
PERSON	Kelly
PERSON	Michael Zimmer
PERSON	Zimmer
PERSON	Lisa Tagliaferri
PERSON	Tagliaferri
PERSON	Minecraft
PERSON	Schifter
PERSON	Saito
PERSON	Roscoe
PERSON	Tagliaferri
PERSON	Davidson
PERSON	Kelly
ORGANIZATION	Futures of Higher Education
PERSON	Dijk
LOCATION	United States
PERSON	Anderson
PERSON	Lopez
PERSON	Mohorovi
PERSON	Maura A Smale
PERSON	Mariana Regalado
PERSON	Regalado
PERSON	Becker
ORGANIZATION	CSS
LOCATION	New York City
ORGANIZATION	CUNY Office of Policy Research
PERSON	Janey Oliphint Flanagan
PERSON	Deborah Greenblatt
PERSON	Flanagan
ORGANIZATION	Queens College
PERSON	Liang Jingjing
PERSON	Zhan Qinglong
PERSON	Jingjing
LOCATION	Qinglong
ORGANIZATION	Futures Initiative Research Fellows
ORGANIZATION	Google Docs YouTube Google
ORGANIZATION	CSS
PERSON	Flanagan
PERSON	Greenblatt
PERSON	Flanagan
PERSON	Flanagan
PERSON	Greenblatt
PERSON	Flanagan
PERSON	David Gallula
PERSON	Ariel J Frank
ORGANIZATION	CBOX
PERSON	Flanagan
PERSON	Greenblatt
PERSON	Flanagan
LOCATION	Graduate Center
PERSON	Jessica Murray
PERSON	Michelle Morales
LOCATION	New York
ORGANIZATION	BuddyPress
ORGANIZATION	University Worth Fighting For 37 Given
PERSON	Katina Rogers
PERSON	Flanagan
PERSON	Greenblatt
