type	entity
LOCATION	Pennsylvania
PERSON	Mark Zuckerberg
PERSON	Sen Ted Cruz R TX
PERSON	Bill Cosby
PERSON	Stormy Daniels
ORGANIZATION	Senate
PERSON	Charles Schumer
PERSON	Trump
PERSON	Robert Mueller
LOCATION	Fort Lauderdale Hollywood International Airport
LOCATION	Washington
LOCATION	Sacramento
PERSON	Mark Zuckerberg
ORGANIZATION	Congress
LOCATION	Boston Marathon
PERSON	Trump
PERSON	Robert Mueller
PERSON	Trump
ORGANIZATION	LlsGRk0rju Associated Press
PERSON	Andrew Harni
PERSON	Zuckerberg
ORGANIZATION	White House Press
PERSON	Sarah Sanders
PERSON	Trump
PERSON	Michael Cohen
ORGANIZATION	NCAA
PERSON	Trump
ORGANIZATION	White House
PERSON	Aleksandr Kogan
LOCATION	Cambridge Analytica Zuckerberg
ORGANIZATION	Facebook
ORGANIZATION	Facebook
LOCATION	NYC Thanks
ORGANIZATION	OriginalReporting CBSE
ORGANIZATION	Facebook
PERSON	Heller
ORGANIZATION	Facebook
ORGANIZATION	Facebook
ORGANIZATION	Cambridge Analytica
PERSON	Sullivan
LOCATION	America
ORGANIZATION	Facebook
PERSON	Zuckerberg
ORGANIZATION	Sen Sasse Do
LOCATION	America
ORGANIZATION	Facebook
ORGANIZATION	Facebook
PERSON	Mark Zuckerberg
PERSON	Zuckerberg
ORGANIZATION	ZDOYxrHHoz Facebook
PERSON	Mark Zuckerberg
ORGANIZATION	Congress
PERSON	Mark Zuckerberg
PERSON	Mark Zuckerberg
ORGANIZATION	Facebook
PERSON	Mark Zuckerberg
LOCATION	Capitol Hill
ORGANIZATION	CBS
ORGANIZATION	Sen Ted Cruz Does Facebook
PERSON	Mark Zuckerberg
PERSON	Mark Zuckerberg
ORGANIZATION	Facebook
PERSON	Mark Zuckerberg
PERSON	Y7yOGh6lcm Sen Durbin
PERSON	Zuckerberg
PERSON	Zuckerberg
PERSON	Zuckerberg
PERSON	Zuckerberg
PERSON	Mark Zuckerberg
PERSON	Graham
ORGANIZATION	Facebook
PERSON	Zuckerberg
PERSON	Leahy
ORGANIZATION	Facebook
ORGANIZATION	Facebook
PERSON	Maria Cantwell
PERSON	Zuckerberg
ORGANIZATION	Facebook
ORGANIZATION	Facebook
PERSON	Zuckerberg
PERSON	Mark Zuckerberg
ORGANIZATION	Cambridge Analytica
ORGANIZATION	Facebook
PERSON	Mark Zuckerberg
ORGANIZATION	IRA
PERSON	Mark Zuckerberg
LOCATION	Russia
ORGANIZATION	Facebook
PERSON	Mark Zuckerberg
PERSON	John Thune
ORGANIZATION	Cambridge Analytica
PERSON	Zuckerberg
ORGANIZATION	Facebook
ORGANIZATION	Sen Chuck Grassley R IA
PERSON	Zuckerberg
ORGANIZATION	Facebook
ORGANIZATION	Facebook
PERSON	Mark Zuckerberg
PERSON	Mark Zuckerberg
ORGANIZATION	Facebook
PERSON	Mark Zuckerberg
PERSON	Sen Bill Nelson
ORGANIZATION	Facebook
PERSON	Mark Zuckerberg
PERSON	John Thune
ORGANIZATION	Facebook
PERSON	Sen John Thune
LOCATION	South Dakota
ORGANIZATION	Facebook
PERSON	Mark Zuckerberg
ORGANIZATION	Senate
ORGANIZATION	White House
PERSON	Mark Zuckerberg
PERSON	Mark Zuckerberg
ORGANIZATION	Senate Judiciary and Commerce Co
PERSON	SweuhEbpjy James Comey
PERSON	Anita Hill
PERSON	Hillary Clinton
PERSON	Seth Meyers
PERSON	Alexi Ashe
LOCATION	Pres Trump America
ORGANIZATION	Facebook
ORGANIZATION	Cambridge Analytica
ORGANIZATION	Facebook
PERSON	Mark Zuckerberg
LOCATION	Capitol Lawn
PERSON	David Hogg
PERSON	Trump
ORGANIZATION	FBI
PERSON	Michael Cohen
PERSON	Trump
LOCATION	Qatar
LOCATION	White House
ORGANIZATION	Facebook
ORGANIZATION	State
PERSON	Madeleine Albright
PERSON	Tom Bossert
ORGANIZATION	Homeland Security Adviser CBS News
PERSON	Margaret Brennan
LOCATION	America
PERSON	Mark Zuckerberg
ORGANIZATION	Senate
ORGANIZATION	FBI
PERSON	Schumer
PERSON	Robert Mueller
PERSON	Xi Jinping
PERSON	Tom Bossert
ORGANIZATION	White House
PERSON	Trump
ORGANIZATION	National Secur
LOCATION	Cuba
PERSON	Castro
ORGANIZATION	Facebook
PERSON	Mark Zuckerberg
PERSON	Trump
PERSON	Tom Bossert
ORGANIZATION	White House
PERSON	Mark Zuckerberg
ORGANIZATION	Senate
PERSON	Trump
LOCATION	South America
LOCATION	Syria
PERSON	John Thune
ORGANIZATION	Congress
LOCATION	China
PERSON	Trump
LOCATION	South America
ORGANIZATION	White House
LOCATION	Texas
PERSON	Trump
PERSON	Madel PReedGolf
PERSON	Serena Williams
ORGANIZATION	State
PERSON	Madeleine Albright
ORGANIZATION	State
PERSON	Albright
ORGANIZATION	Toyota
PERSON	Tammy Duckworth
PERSON	Maile Pe
ORGANIZATION	Fox News
PERSON	Sean Hannity
PERSON	Jimmy Kimmel
ORGANIZATION	CBS News
PERSON	Mark Zuckerberg
LOCATION	Capitol Hill
LOCATION	South Dakota
ORGANIZATION	Commerce Science and Transportation
PERSON	Mark Zuckerberg
ORGANIZATION	U S Senate
PERSON	Zuckerberg
PERSON	Trump
ORGANIZATION	FBI
PERSON	Michael Cohen
PERSON	Mark Zuckerberg
ORGANIZATION	Congress
ORGANIZATION	National Guard
LOCATION	Mexico
PERSON	Kim Jong
LOCATION	Syria
PERSON	Trump
LOCATION	Syr
LOCATION	China
PERSON	Xi Jinping
PERSON	Trump
ORGANIZATION	CBS News
PERSON	Mark Zuckerberg
LOCATION	Capitol Hill
ORGANIZATION	CBS News
ORGANIZATION	Facebook
PERSON	Mark Zuckerberg
PERSON	Mark Zuckerberg
ORGANIZATION	Senate Judiciary and Commerce Committe
PERSON	Trump
PERSON	Michael Cohen
PERSON	Trump
PERSON	Robert Mueller
ORGANIZATION	FBI
PERSON	Michael Cohen
ORGANIZATION	CBS News
LOCATION	Illinois
LOCATION	China
ORGANIZATION	World Trade Organization
PERSON	Mark Zuckerberg
PERSON	Zuckerberg
ORGANIZATION	State
PERSON	Madeleine Albright
ORGANIZATION	Facebook
LOCATION	China
PERSON	Trump
PERSON	Yulia Skripal
PERSON	Sergei Skripal
PERSON	Geoffrey Rush
LOCATION	Colorado
PERSON	Simpsons
LOCATION	Apu
ORGANIZATION	Facebook
ORGANIZATION	Facebook
ORGANIZATION	Cambridge Analytica
PERSON	Darren Criss Lea Michele
PERSON	Elton John
LOCATION	Florida
PERSON	Roger Stone
PERSON	Paul Manafort
ORGANIZATION	Trump
PERSON	Yulia Skripal
ORGANIZATION	Carolina Reaper
LOCATION	China
ORGANIZATION	Trump
ORGANIZATION	Legacy Museum
PERSON	Mark Zuckerberg
ORGANIZATION	Congress
LOCATION	India
PERSON	Trump
PERSON	Michael Cohen
PERSON	Bill de Blasio
ORGANIZATION	PVLAwrooHI Boston Marathon
LOCATION	Arizona
PERSON	Geoffrey Rush
ORGANIZATION	Facebook
ORGANIZATION	Dallas Police Department
ORGANIZATION	NHL
LOCATION	Texas
PERSON	Mattis
PERSON	Assad
PERSON	Roger Stone
PERSON	Paul Manafort
PERSON	Trump
ORGANIZATION	Legacy Museum
LOCATION	India
LOCATION	Himala
ORGANIZATION	EPA IG
ORGANIZATION	EPA
PERSON	Samantha Dravis
LOCATION	India
ORGANIZATION	Facebook
ORGANIZATION	Green Bay Packers
PERSON	Trevor Davis
ORGANIZATION	Carolina Reaper
PERSON	PGATOUR Bill Cosby
ORGANIZATION	GeLAUbzcp4 Facebook
PERSON	Mark Zuckerberg
PERSON	NancyPelosi
PERSON	Trump
PERSON	Robert Mueller
LOCATION	Douma
LOCATION	Damascus
PERSON	Trump
ORGANIZATION	FBI
PERSON	Michael Cohen
PERSON	Wang Mingqing
ORGANIZATION	Humboldt Broncos
PERSON	Mark Zuckerberg
ORGANIZATION	Congress
LOCATION	Syria
PERSON	Robert Mueller
LOCATION	Alabama
PERSON	Jeff Sessions
ORGANIZATION	FBI
PERSON	Cohen
PERSON	Trump
ORGANIZATION	FBI
PERSON	Michael Cohen
