type	entity
ORGANIZATION	Visualization Authors Authors
PERSON	Wui Lee Chang Kai Meng TayEmail
PERSON	Chee Peng Lim
ORGANIZATION	Clustering Visualization Local
PERSON	Liew Hui Chang
ORGANIZATION	Topics Places People Organizations Text 221 China Japan Worldbank China
LOCATION	Japan
ORGANIZATION	World Bank
ORGANIZATION	Japan Overseas Economic Co
LOCATION	China
ORGANIZATION	New China News Agency
ORGANIZATION	World Bank
LOCATION	China
LOCATION	Tianjin
ORGANIZATION	Usa Norfolk Southern Corp
ORGANIZATION	Sovran Financial Corp
ORGANIZATION	Norfolk Southern Tower Norfolk Southern
LOCATION	Royster Building
LOCATION	Norfolk
ORGANIZATION	Reuter amp
ORGANIZATION	Federal Home Loan Bank Board
ORGANIZATION	Federal Savings and Loan Insurance Corp FSLIC
ORGANIZATION	Dallas Federal Home Loan
ORGANIZATION	FSLIC
ORGANIZATION	FHLBB
LOCATION	Dallas
ORGANIZATION	Reuter amp
ORGANIZATION	Federal Home Loan Mortgage Corp FHLMC
ORGANIZATION	Federal Home Loan Banks FHLMC
ORGANIZATION	Home Loan Banks Reuter amp
LOCATION	Usa Mexico
PERSON	Gustavo Petriccioli
LOCATION	Mexico
ORGANIZATION	World Bank
ORGANIZATION	Treasury
PERSON	James Baker
ORGANIZATION	Congressional
ORGANIZATION	Reuter
ORGANIZATION	Federal Home Loan Bank Board
ORGANIZATION	Perpetual Savings Bank
LOCATION	Santa Ana Calif Into
ORGANIZATION	Perpetual Savings Association
ORGANIZATION	Federal Home Loan Bank Board FHLBB
LOCATION	Santa Ana Calif
ORGANIZATION	FHLBB
ORGANIZATION	Perpetual Savings Bank
LOCATION	Santa Ana
ORGANIZATION	Perpetual Savings Association
ORGANIZATION	FHLBB
ORGANIZATION	Great American First Savings Bank
LOCATION	San Diego
ORGANIZATION	Reuter
ORGANIZATION	Federal Home Loan Bank Board
ORGANIZATION	Equitable Savings and Loan Association of Fountain Valley California
ORGANIZATION	Equitable
LOCATION	Buffalo
ORGANIZATION	Empire of America Federal Savings Bank amp lt EOA
LOCATION	Woodland Hills California
ORGANIZATION	Equitable
ORGANIZATION	Empire
ORGANIZATION	Equitable
ORGANIZATION	Reuter
ORGANIZATION	Federal Home Loan Bank Board
ORGANIZATION	Equitable Savings and Loan Association of Fountain Valley Calif
ORGANIZATION	Empire of America California FSB
LOCATION	Woodland Hills Calif
ORGANIZATION	Equitable
ORGANIZATION	Empire of America FSB Buffalo N
ORGANIZATION	Equitable
ORGANIZATION	Equitable
ORGANIZATION	Equitable
LOCATION	California
ORGANIZATION	FHLBB
ORGANIZATION	Equitable
ORGANIZATION	Federal Savings and Loan Insurance Corp
ORGANIZATION	Reuter
ORGANIZATION	Usa Equicor Equitable HCA Corp
ORGANIZATION	Equitable Life Assurance Society of the U S and Hospital Corp of America amp
ORGANIZATION	HCA
ORGANIZATION	Equicor
ORGANIZATION	Reuter amp
ORGANIZATION	Topics Places People Organizations Text
LOCATION	Egypt
LOCATION	Chad
LOCATION	Egypt
PERSON	Boutros Boutros Ghali
LOCATION	Ethiopia
LOCATION	Djibouti
ORGANIZATION	Organisation of African Unity OAU
LOCATION	Egypt Zambia Djibouti Zaire Uganda Sierra Leone Congo Algeria
LOCATION	Mali
ORGANIZATION	Foreign Ministry
LOCATION	Congo
PERSON	Denis Sassou Nguesso
LOCATION	Italy
LOCATION	Italy
PERSON	Bettino Craxi
ORGANIZATION	Socialist Party
ORGANIZATION	Christian Democrats
PERSON	Arnaldo Forlani
PERSON	Craxi
ORGANIZATION	Christian Democrats
PERSON	Craxi
ORGANIZATION	Christian Democrats
PERSON	Craxi
PERSON	Forlani
LOCATION	Italy
PERSON	Bettino Craxi
PERSON	Craxi Italy
ORGANIZATION	Senate
PERSON	Francesco Cossiga
PERSON	Craxi
ORGANIZATION	Reuter amp
LOCATION	Italy
PERSON	Bettino Craxi
PERSON	Francesco Cossiga
PERSON	Cossiga
PERSON	Craxi
LOCATION	Italy
PERSON	Francesco Cossiga
PERSON	Bettino Craxi Craxi
ORGANIZATION	Socialist Party
PERSON	Giulio Andreotti
ORGANIZATION	Christian Democratic Party
ORGANIZATION	Socialist Party
ORGANIZATION	Ciriaco De Mita Christian Democratic Party
PERSON	Arnaldo Forlani
PERSON	Craxi
ORGANIZATION	Christian Democrats
PERSON	Cossiga
PERSON	Cossiga
ORGANIZATION	Usa Japan Nakasone Commerce
PERSON	Malcolm Baldrige
LOCATION	United States
LOCATION	Japan
ORGANIZATION	Kansai
PERSON	Yasuhiro Nakasone
LOCATION	US
PERSON	Baldrige
ORGANIZATION	Senate Appropriations
LOCATION	United States
LOCATION	Italy
PERSON	Francesco Cossiga
PERSON	Giulio Andreotti
PERSON	Andreotti
PERSON	Cossiga
PERSON	Andreotti
PERSON	Bettino Craxi
LOCATION	Italy
PERSON	Giulio Andreotti
PERSON	Andreotti
PERSON	Bettino Craxi
PERSON	Andreotti
LOCATION	Italy
PERSON	Craxi Luigi Lucchini
ORGANIZATION	Confindustria
ORGANIZATION	Fiat
PERSON	Giovanni Agnelli
LOCATION	Italy
PERSON	Giulio Andreotti
LOCATION	Italy
PERSON	Christian Democrat Andreotti
PERSON	Francesco Cossiga
ORGANIZATION	Reuter amp
LOCATION	Italy
PERSON	Giulio Andreotti
LOCATION	Italy
PERSON	Christian Democrat Andreotti
PERSON	Francesco Cossiga
ORGANIZATION	Reuter amp
ORGANIZATION	Doc Keywords Texts
ORGANIZATION	FIS
ORGANIZATION	Rusunawa Build
ORGANIZATION	Doc Keywords Texts
PERSON	Rui X Wunsch
PERSON	Wiley
PERSON	Merkl
ORGANIZATION	Carpenter GA Grossberg S Rosen
ORGANIZATION	Carpenter GA Grossberg S Markuzon N Reynolds JH Rosen
ORGANIZATION	IEEE Trans Neural Netw
PERSON	K Keller
PERSON	Bezdek
ORGANIZATION	IEEE Trans Fuzzy Syst
ORGANIZATION	Kanungo T Mount DM Nethanyahu NS Piatko
PERSON	Silverman
ORGANIZATION	IEEE Trans Pattern Anal Mach Intell
PERSON	Arora R Gupta MR Kapila
ORGANIZATION	Mach Learn Res
PERSON	Hsu
PERSON	Tai WS Hsu
PERSON	Alahakoon D Rajapakse J Huang
PERSON	Kuo RJ Wang CF Chen
PERSON	Huang
PERSON	Pakkanen J Iivarinen J Oja
ORGANIZATION	IEEE Trans Neural Netw
PERSON	Pakkanen J Iivarinen J Oja
PERSON	Alessandro
ORGANIZATION	WIT Press Southampton
PERSON	Lagus K Kaski S Kohonen
PERSON	Kaski S Honkela T Lagus K Kohonen
PERSON	Lewis
PERSON	Bayes
ORGANIZATION	Witten IH Frank E Hall
ORGANIZATION	Morgan Kaufmann BurlingtonGoogle Scholar 27 Dhillon IS 2001 Co
ORGANIZATION	Chemom Intell Lab Syst
PERSON	Ye J Li
