type	entity
PERSON	Alan Liu
ORGANIZATION	Digital Humanities
ORGANIZATION	Toychest Digital Humanities Resources for Project Building Guides
PERSON	Alan Liu DH Toychest
ORGANIZATION	Digital Humanities Tutorials Tools Examples Data Collections amp Datasets Guides
ORGANIZATION	DH Contents General Guides amp Resources Orientation
ORGANIZATION	Tenure General Guides amp Resources CUNY Digital Humanities Resource Guide Digital Humanities Keywords
PERSON	Miriam Posner
ORGANIZATION	Digital Humanities
PERSON	Andrew Robichaud
ORGANIZATION	Cameron Blevins Humanities
ORGANIZATION	Tooling Up for Digital Humanities 2011 Simpson Center for the Humanities U Washington Resources for Digital Humanities UCLA Center for Digital Humanities Intro to Digital Humanities
PERSON	Johanna Drucker
PERSON	David Kim
ORGANIZATION	UCLA
ORGANIZATION	Companion to Digital Humanities
PERSON	Susan Schreibman Ray Siemens
PERSON	John Unsworth Blackwell
ORGANIZATION	Digital Literary Studies ed Ray Siemens
PERSON	Susan Schreibman Blackwell
ORGANIZATION	Digital Humanities ed Matthew K Gold U Minnesota Press
ORGANIZATION	New Media
ORGANIZATION	History of Digital Humanities Field Susan Hockey
PERSON	John Unsworth
ORGANIZATION	Digital Humanities
PERSON	Meredith Hindley
ORGANIZATION	Machines NEH
ORGANIZATION	Digital Humanities
PERSON	Matthew G Kirschenbaum
ORGANIZATION	Digital Humanities
ORGANIZATION	Digital Humanities DevDH
ORGANIZATION	DH Crystal S Anderson Digital Humanities
ORGANIZATION	DH Mary Axford Discipline Specific Tools Digital Humanities
ORGANIZATION	Right Toolset for Digital Humanities
ORGANIZATION	Using Digital Media
ORGANIZATION	Adeline Koh Introducing Digital Humanities Work
PERSON	Trevor Owens
ORGANIZATION	Start On Research Questions
ORGANIZATION	Digital Humanities 2014 Lisa Spiro Getting Started in Digital Humanities
PERSON	George H Williams
ORGANIZATION	Digital Humanities
PERSON	Gerald R Lucas
ORGANIZATION	Social Media Top
PERSON	Kelli Marshall
PERSON	Tim Hitchcock
ORGANIZATION	Public Impact Blogging Social Media
PERSON	Rohan Maitzen
PERSON	Jenny Davis
PERSON	Ryan Cordell
PERSON	Dorothy Bishop
PERSON	Tim Hitchcock
PERSON	Carl Straumsheim
PERSON	Johanna Drucker
ORGANIZATION	Digitization Stephanie Routhier Perry Digitization and Digital Preservation A Review
ORGANIZATION	DH Examples Data Collections amp Datasets Alan Liu s Recent Digital Humanities
