type	entity
ORGANIZATION	Digital Humanities Concepts Methods
ORGANIZATION	Cultural Analytics 7A Network Analysis 8A GIS Analysis
ORGANIZATION	Omeka Managing Data Data Visualization Tableau Public Cytoscape Text Analysis ManyEyes Voyant WordSmith Maps
ORGANIZATION	CSS
ORGANIZATION	Abbot Kinney Blvd Case Study Baltimore
ORGANIZATION	Pitfalls of Data Visualization
PERSON	London Darwin
ORGANIZATION	Walt Whitman Archive
ORGANIZATION	Roman Forum Project
LOCATION	Chicago
PERSON	Dave Berry
PERSON	Michael Kramer
ORGANIZATION	Digital Humanities
PERSON	Alan Liu
ORGANIZATION	Digital Humanities
PERSON	Michael Kramer
PERSON	Dave Berry
ORGANIZATION	Concepts amp Readings 1A Introduction
ORGANIZATION	Cultural Analytics 7A Network Analysis 8A GIS Analysis
ORGANIZATION	CSS Managing Data Maps amp Timelines GeoCommons Neatline Text Analysis ManyEyes Voyant WordSmith Wireframing
PERSON	Abbot Kinney
ORGANIZATION	Pitfalls of Data Visualization
