type	entity
ORGANIZATION	Software Sharing Ethical Publishing Practice Authorship Downloads and Translations Manuscript Review and Publication Criteria for Publication Editorial
ORGANIZATION	Read Articles Publishing Information Publication Fees Press
ORGANIZATION	EU Mediasphere Ilias Flaounas Affiliation Intelligent Systems Laboratory University of Bristol Bristol United Kingdom Marco Turchi Affiliation Joint Research Centre IPSC European Commission Ispra Italy Omar Ali Affiliation Intelligent Systems Laboratory University of Bristol Bristol United Kingdom Nick Fyson Affiliations Intelligent Systems Laboratory University of Bristol Bristol United Kingdom Bristol Centre for Complexity Sciences University of Bristol Bristol United Kingdom Tijl De Bie Affiliation Intelligent Systems Laboratory University of Bristol Bristol United Kingdom Nick Mosdell Affiliation School of Journalism Media and Cultural Studies Cardiff University Cardiff United Kingdom Justin Lewis Affiliation School of Journalism Media and Cultural Studies Cardiff University Cardiff United Kingdom Nello Cristianini E
ORGANIZATION	Affiliation Intelligent Systems Laboratory University of Bristol Bristol United Kingdom
ORGANIZATION	EU
PERSON	Ilias Flaounas Marco Turchi Omar Ali Nick Fyson Tijl De Bie Nick Mosdell Justin Lewis Nello Cristianini
LOCATION	EU
ORGANIZATION	EU
LOCATION	EU
PERSON	Turchi M Ali O Fyson N De Bie
ORGANIZATION	EU
ORGANIZATION	Diego Di Bernardo Fondazione Telethon Italy
ORGANIZATION	Alexander S Onassis Public Benefit Foundation O A
ORGANIZATION	Physical Sciences Research Council
ORGANIZATION	Bristol Centre for Complexity Sciences N C
PERSON	Lydia
ORGANIZATION	Newsblaster
ORGANIZATION	Google
ORGANIZATION	Reuters
LOCATION	European Union
LOCATION	EU Mediasphere
LOCATION	EU
LOCATION	EU
LOCATION	EU
LOCATION	EU
LOCATION	EU
LOCATION	EU
LOCATION	EU
LOCATION	EU Mediasphere
ORGANIZATION	United Nations Statistics Division Commodity Trade Statistics Database
LOCATION	EU
LOCATION	EU
LOCATION	Greece Cyprus Czech Republic Slovakia Latvia Estonia United Kingdom Ireland Belgium France
LOCATION	EU
LOCATION	EU
LOCATION	EU
LOCATION	EU
LOCATION	EU Spearman
LOCATION	UK
LOCATION	Ireland
LOCATION	Ireland
ORGANIZATION	EU
LOCATION	UK
LOCATION	EU
LOCATION	EU
LOCATION	EU
LOCATION	EU
LOCATION	EU
ORGANIZATION	EU
LOCATION	EU
PERSON	Alexa
ORGANIZATION	Alexa Traffic Rank
ORGANIZATION	Statistical Machine Translation SMT
PERSON	Koehn
ORGANIZATION	JRC Acquis Multilingual Parallel Corpus
ORGANIZATION	EU
ORGANIZATION	Pattern Analysis and Intelligent Systems
ORGANIZATION	University of Bristol
ORGANIZATION	TDB NC Contributed
ORGANIZATION	MT OA NF
PERSON	MC Barab
ORGANIZATION	Janes KA Yaffe
LOCATION	Iraq
LOCATION	Afghanistan
ORGANIZATION	NBC
ORGANIZATION	Fox News Channel Journal
PERSON	Zandberg
LOCATION	Israel
ORGANIZATION	Heroism Journal of Communication
PERSON	Beiler
LOCATION	Europe
LOCATION	Europe
ORGANIZATION	European Public Sphere A Meta Analysis of Media Content Analyses European Journal of Communication
ORGANIZATION	View Article Google
ORGANIZATION	Public Opinion New York Columbia Univerity Press
PERSON	Steinberger R Pouliquen B Van
ORGANIZATION	Europe Media Monitor Family of Applications Information Access
ORGANIZATION	Lloyd L Kechagias D Skiena
PERSON	Lydia
ORGANIZATION	In Proc String Processing and Information Retrieval
PERSON	McKeown KR Barzilay R Evans
LOCATION	San Diego USA
ORGANIZATION	Human Language Technology Research
PERSON	Radev
PERSON	Blair Goldensohn S Zhang Z Raghavan
ORGANIZATION	Association for Computational Linguistics
PERSON	Lewis
PERSON	Yang Y Rose T Li
ORGANIZATION	Categorization Research Journal of Machine Learning Research
ORGANIZATION	Koehn P Hoang H Birch A Callison Burch C Federico
LOCATION	Berlin
ORGANIZATION	National Academy of Sciences
PERSON	Koehn
PERSON	Marcu
PERSON	Koehn
PERSON	Steinberger
ORGANIZATION	JRC Acquis
ORGANIZATION	Google
PERSON	Carlson
ORGANIZATION	Google Google
ORGANIZATION	StumbleUpon
ORGANIZATION	Facebook Facebook
ORGANIZATION	Subject Area European Union
LOCATION	San Francisco California US
