type	entity
ORGANIZATION	NCBI
ORGANIZATION	NCBI
ORGANIZATION	Resources Chemicals amp Bioassays BioSystems
ORGANIZATION	PubChem Substance All Chemicals
ORGANIZATION	E Utilities GenBank GenBank BankIt GenBank Sequin GenBank
ORGANIZATION	GenBank BankIt GenBank Sequin GenBank
ORGANIZATION	All Data amp Software Resources Domains amp Structures BioSystems
ORGANIZATION	Domains amp Structures Resources Genes amp Expression BioSystems Database of Genotypes
ORGANIZATION	UniGene All Genes amp Expression Resources Genetics amp Medicine Bookshelf Database of Genotypes
ORGANIZATION	RefSeqGene All Genetics amp Medicine Resources Genomes amp Maps Database of Genomic Structural Variation dbVar GenBank tbl2asn Genome Genome Project Genome ProtMap Genome Workbench Influenza Virus Nucleotide Database
ORGANIZATION	NCBI Databases MeSH Database NCBI Handbook NCBI Help Manual NCBI News
ORGANIZATION	NCBI Education Page NCBI Handbook NCBI Help Manual NCBI News amp Blog All Training amp Tutorials Resources Variation Database of Genomic Structural Variation dbVar Database of Genotypes
ORGANIZATION	RNA Data amp Software Domains amp Structures Genes amp Expression Genetics amp Medicine Genomes amp Maps Homology Literature Proteins Sequence Analysis Taxonomy Training amp
ORGANIZATION	US National Library of Medicine National Institutes of Health Search databaseAll Databases Assembly Biocollections BioProject BioSample BioSystems Books
ORGANIZATION	UniGene
ORGANIZATION	MEDLINE
PERSON	Michel JB1 Shen YK Aiden
ORGANIZATION	Gray MK Google Books Team Pickett JP Hoiberg
PERSON	Clancy
PERSON	Pinker
PERSON	Nowak MA Aiden
ORGANIZATION	Program for Evolutionary Dynamics Harvard University Cambridge MA 02138 USA
ORGANIZATION	Google
ORGANIZATION	Wikipedia
ORGANIZATION	MEDLINE
ORGANIZATION	Google
LOCATION	US US
LOCATION	UK UK
LOCATION	US
LOCATION	UK
PERSON	Marc Chagall
PERSON	Leon Trotsky
PERSON	Grigory Zinoviev
PERSON	Lev Kamenev
PERSON	Trotsky
PERSON	Zinoviev
PERSON	Kamenev
LOCATION	Tiananmen Square
LOCATION	Hollywood Ten
ORGANIZATION	Nazi
ORGANIZATION	Henri Matisse Quantitative
ORGANIZATION	History of Science G Historical Gastronomy H History of Religion God Quantitative
ORGANIZATION	Topic Encyclopedias as Topic Famous Persons Humanities Linguistics Literature Social Sciences Technology Vocabulary Grant
ORGANIZATION	GM NIGMS NIH HHS United States R01GM078986 GM NIGMS NIH HHS United States HD 18381 HD NICHD
LOCATION	United States
ORGANIZATION	GM NIGMS NIH HHS United States T32 HG002295 HG NHGRI NIH HHS United States LinkOut
ORGANIZATION	PubMed Central Author Manuscript Ovid Technologies Inc
ORGANIZATION	NCBI Education NCBI Help Manual NCBI Handbook Training amp Tutorials Submit Data Resources Chemicals amp Bioassays Data amp Software DNA amp RNA Domains amp Structures Genes amp Expression Genetics amp Medicine Genomes amp Maps Homology Literature Proteins Sequence Analysis Taxonomy Variation Popular PubMed Bookshelf PubMed Central PubMed Health
ORGANIZATION	SNP Gene Protein PubChem Featured Genetic Testing Registry PubMed Health GenBank Reference Sequences Gene Expression Omnibus Genome Data Viewer Human Genome Mouse Genome Influenza Virus Primer
ORGANIZATION	NCBI Research
ORGANIZATION	NCBI NCBI News
ORGANIZATION	Facebook NCBI
ORGANIZATION	NLM NIH DHHS USA gov National Center for Biotechnology Information U S National Library of Medicine 8600 Rockville Pike Bethesda MD
