type	entity
PERSON	Wooseob Jeong
ORGANIZATION	Emporia State University Abstract Interest
ORGANIZATION	Amazon
ORGANIZATION	ANOVA
ORGANIZATION	SPSS
PERSON	Don
PERSON	Matthews
ORGANIZATION	Moody
PERSON	Nguyen
ORGANIZATION	Corel
PERSON	Nguyen
PERSON	Nguyen
PERSON	Bruneau Picarougne
PERSON	Bruneau
PERSON	Zheng Gomi
PERSON	Itoh
PERSON	Rijn
PERSON	Yang
PERSON	Yang
PERSON	Camargo Caicedo
PERSON	Gonzalez
PERSON	Gao
ORGANIZATION	Google
PERSON	Gao
PERSON	Janecek
PERSON	Janecek
PERSON	Yang
PERSON	Gao
PERSON	Janecek
PERSON	Manovich
ORGANIZATION	National Institutes of Health NIH Manovich
PERSON	Yamaoka
PERSON	Manovich Douglass
PERSON	Manovich
ORGANIZATION	National Endowment
PERSON	Greco
PERSON	Matthews
ORGANIZATION	Moody 2007
PERSON	Matthews
ORGANIZATION	Moody 2007 Yampbell 2005
PERSON	Francesca Lia Block
PERSON	Regina Sierra Carter
PERSON	Carter
PERSON	Shariff
PERSON	Shariff
PERSON	Lewis Carroll
PERSON	Carruth
PERSON	Goldsmith
PERSON	Reutzel
LOCATION	Gali
ORGANIZATION	Reutzel
LOCATION	Gali
PERSON	Carter
PERSON	Zinck
ORGANIZATION	Hawkins Wendelin
PERSON	Zinck
PERSON	Kragler
PERSON	Nolley
ORGANIZATION	ICDL International Children s Digital Library Reuter
PERSON	Hendershot
PERSON	Moss
PERSON	Swartz
PERSON	Hendricks
PERSON	Swartz
PERSON	Hendricks
PERSON	Rinehart Gerlach
ORGANIZATION	BOB
PERSON	Rinehart
PERSON	Cunningham
ORGANIZATION	University of Waikato
LOCATION	New Zealand
PERSON	Vanderschantz
PERSON	Hinze
PERSON	Cunningham
PERSON	Vanderschantz
ORGANIZATION	Congress Classification System Vanderschantz amp Timpany
PERSON	ImagePlot
ORGANIZATION	Methdology Data Collection
LOCATION	Amazon
ORGANIZATION	Australia Brazil Canada China France Germany India Italy Japan Mexico Spain United Kingdom
LOCATION	United States
ORGANIZATION	Country Number of Images Country Number of Images Australia
LOCATION	Italy
LOCATION	Brazil
LOCATION	Japan
LOCATION	Canada
LOCATION	Mexico
LOCATION	China
LOCATION	Spain
LOCATION	France
LOCATION	United Kingdom UK
LOCATION	Germany
LOCATION	United States US
LOCATION	India
PERSON	Manovich
ORGANIZATION	SPSS
ORGANIZATION	ANOVA
ORGANIZATION	SPSS
LOCATION	Australia
LOCATION	Brazil
LOCATION	United Kingdom
LOCATION	China
LOCATION	United Kingdom United States Spain India Italy France
LOCATION	Germany
ORGANIZATION	Media Visualization
PERSON	ImagePlot
LOCATION	Brazil
LOCATION	Germany
LOCATION	China Japan United Kingdom
LOCATION	United States
LOCATION	China Japan France
LOCATION	India
LOCATION	Germany Italy Mexico
LOCATION	Spain
ORGANIZATION	ANOVA
PERSON	ImagePlot
PERSON	Manovich
PERSON	Manovich
PERSON	Manovich
PERSON	Pecoskie
PERSON	Pecoskie
PERSON	Beheshti
PERSON	Beheshti
PERSON	Rowman
PERSON	Littlefield Berry
PERSON	Berry
PERSON	Palgrave Macmillan Bruneau
PERSON	Bruneau
PERSON	Camargo J E Caicedo
PERSON	Gonzalez
ORGANIZATION	Journal of Visual Languages amp Computing
PERSON	Carter
LOCATION	Ohio
PERSON	Carter
ORGANIZATION	St Louis
ORGANIZATION	Inter Disciplinary Press United Kingdom Cunningham
ORGANIZATION	American Society for Information Science and Technology
PERSON	Cunningham S J Alqurashi H Hinze
PERSON	J Keim
PERSON	Gao Y Luo
PERSON	Gao
PERSON	Gao Y Peng J Luo
PERSON	Keim
ORGANIZATION	Google
PERSON	Goldsmith
PERSON	Goldsmith
PERSON	Carruth
ORGANIZATION	Adele Minchin
PERSON	Greco
