type	entity
ORGANIZATION	Humanities Computers
PERSON	William Benzon David G Hays
PERSON	Anderson John
LOCATION	Solso
ORGANIZATION	Information Processing and Cognition The Loyola Symposium New York
PERSON	John Wiley
ORGANIZATION	Google
PERSON	Arbib Michael
ORGANIZATION	Computer and Information Science Department University of Massachusetts Technical Report 75C
ORGANIZATION	IEEE Transactions on Acoustics Speech and Signal Processing
ORGANIZATION	AJCL
ORGANIZATION	Google
PERSON	Bechtel Robert
PERSON	Stuart C Shapiro
ORGANIZATION	Computer Science Department Indiana University
ORGANIZATION	Google
PERSON	Becker Richard W
ORGANIZATION	Fausto Poza Acoustic
ORGANIZATION	IEEE Transactions on Acoustics Speech and Signal Processing
PERSON	Benzon William Cognitive
PERSON	Collins Allan
PERSON	Elizabeth F Loftus
ORGANIZATION	ICCL
ORGANIZATION	Google
PERSON	Erman Lee
PERSON	Richard D Fennell Victor R Lesser
PERSON	Raj Reddy
ORGANIZATION	Google
PERSON	Frederiksen Carl
PERSON	Friedman Joyce
PERSON	Thomas H Bredt Robert W Doran Bary W Pollack
PERSON	Theodore S Martner
ORGANIZATION	Computer Model of Transformational Grammar New York American Elsevier 1971 Google Scholar Goldman Neil M Sentence
ORGANIZATION	CrossRefGoogle Scholar Gregg Lee W Knowledge and Cognition Potomac MD Lawrence Erlbaum Associates
ORGANIZATION	Google
PERSON	Grishman Ralph
ORGANIZATION	AJCL
PERSON	Hays David
ORGANIZATION	Google
PERSON	Hays David
PERSON	Felix Geyer
PERSON	Hendrix Gary G Semantic
ORGANIZATION	AJCL
ORGANIZATION	Google
PERSON	Hockett Charles
ORGANIZATION	Google
PERSON	Joshi Aravind K
PERSON	Stanley J Rosenschein
ORGANIZATION	Google
PERSON	Kaplan Ronald
PERSON	Randall Rustin
ORGANIZATION	Natural Language Processing New York Algorithmics Press
ORGANIZATION	Google
PERSON	Klein Sheldon
PERSON	Propp
PERSON	Levi Strauss
ORGANIZATION	Computer Sciences Department University of Wisconsin
ORGANIZATION	Google
PERSON	Kintsch Walter
ORGANIZATION	Memory Hillsdale NJ Lawrence Erlbaum Associates
ORGANIZATION	Google
PERSON	Lehnert Wendy
ORGANIZATION	Department of Computer Science Yale University Research Report No
PERSON	Lipovski G Jack
ORGANIZATION	Google
PERSON	Macksey Richard
PERSON	Eugenio Donato
PERSON	McFarland Thomas
ORGANIZATION	Shakespeare New York Random House
ORGANIZATION	Google
PERSON	Meehan James
ORGANIZATION	AJCL
ORGANIZATION	Google
PERSON	Miller George
PERSON	Weimer
ORGANIZATION	Palermo
ORGANIZATION	Hillsdale NJ Lawrence Erlbaum Associates
ORGANIZATION	Google Scholar Minsky Marvin Semantic Information Processing Cambridge The MIT
PERSON	Minsky Marvin
ORGANIZATION	Psychology of Computer Vision New York McGraw Hill
ORGANIZATION	Google
PERSON	Nash Webber Bonnie Semantic
ORGANIZATION	IEEE Transactions on Acoustics Speech and Signal Processing
PERSON	Norman Donald A David E Rumelhart
ORGANIZATION	LNR Research Group Explorations in Cognition San Francisco W H Freeman 1975 Google
PERSON	Paxton William
ORGANIZATION	IEEE Transactions on Acoustics Speech and Signal Processing
PERSON	Reddy
ORGANIZATION	IEEE Symposium New York Academic Press
PERSON	Reddy
PERSON	Raj Speech
PERSON	Reddy D Raj Lee D Erman Richard D Fennell
PERSON	Richard B Neely
ORGANIZATION	Google
PERSON	Reddy D Raj
ORGANIZATION	Allen Newell Knowledge
PERSON	Lee W Gregg
ORGANIZATION	Cognition Lawrence Erlbaum Associates
ORGANIZATION	Google
ORGANIZATION	AJCL
ORGANIZATION	Google
PERSON	Rovner Paul Bonnie Nash Webber
PERSON	William A Woods
ORGANIZATION	IEEE Transactions on Acoustics Speech and Signal Processing
PERSON	Schank Roger
PERSON	Rieger
PERSON	Schank Roger
ORGANIZATION	Conceptual Information Processing New York American Elsevier 1975a Google
PERSON	Schank Roger C
ORGANIZATION	Yale AI Project SAM
ORGANIZATION	Department of Computer Science Yale University Research Report
ORGANIZATION	Google
PERSON	Scragg Greg
ORGANIZATION	Institute for Semantic
PERSON	Shapiro Stuart
ORGANIZATION	Mitchell Wand
ORGANIZATION	Computer Science Department Indiana University Bloomington Technical
ORGANIZATION	Google
PERSON	Silva Georgette
PERSON	Solso Robert
ORGANIZATION	Cognitive Psychology Washington DC V H Winston amp Sons 1973 Google Scholar Solso Robert L ed Information Processing and Cognition Hillsdale NJ Lawrence Erlbaum Associates
ORGANIZATION	Google
PERSON	Tulving Endel
PERSON	Wayne Donaldson
ORGANIZATION	Organization of Memory New York Academic Press
PERSON	Walker Donald
ORGANIZATION	IEEE Transactions on Acoustics Speech and Signal Processing 23 1975 397 416 CrossRefGoogle Scholar White Mary J Cognitive networks
ORGANIZATION	SUNY Buffalo 1975 Google
PERSON	Wilks Yorick Putnam
PERSON	Clarke
ORGANIZATION	British Journal
ORGANIZATION	Google
PERSON	Wilks Yorick
ORGANIZATION	CrossRefGoogle Scholar Wilks Yorick Seven
ORGANIZATION	Institute for Semantic
ORGANIZATION	AJCL
ORGANIZATION	Google
ORGANIZATION	ICCL
ORGANIZATION	Google
PERSON	Winston Patrick H
ORGANIZATION	Psychology of Computer Vision New York McGraw Hill 1975 Google
ORGANIZATION	IEEE Transactions on Acoustics Speech and Signal Processing
ORGANIZATION	Pergamon Press
PERSON	William Benzon
PERSON	David G Hays
ORGANIZATION	State University of New YorkBuffalo About
PERSON	Benzon
PERSON	Hays
ORGANIZATION	DeepDyve Learn
ORGANIZATION	Springer Nature 2017 Springer International Publishing AG
