POS	lemma	word
NN	nex	NEX
NN	t	T
NN	page	PAGE
NN	gt	gt
NN	lt	lt
JJ	pre	PRE
NN	v	V
PRP	I	I
JJ	ous	OUS
NN	page	PAGE
NN	b	B
NNP	U	U
NNP	L	L
NNP	L	L
NNP	E	E
NN	t	T
IN	in	IN
NN	o	O
NN	f	F
NN	t	T
NN	h	H
NN	e	E
DT	a	A
NNS	s	S
NNS	s	S
NN	o	O
NN	c	C
NN	ia	IA
NN	t	T
NNP	IO	IO
NNP	N	N
NN	f	F
NN	o	O
NN	r	R
PRP	I	I
NN	n	N
NN	f	F
NN	o	O
NN	r	R
NN	m	M
DT	a	A
NN	t	T
NNP	IO	IO
NNP	N	N
NNP	S	S
NNP	C	C
FW	ie	IE
NNP	N	N
NNP	C	C
NNP	E	E
DT	a	A
NN	n	N
NN	d	D
NN	t	T
NN	e	E
NN	c	C
NN	h	H
NN	n	N
NN	o	O
NN	l	L
NN	o	O
NN	g	G
NN	y	Y
NN	ju	JU
NN	n	N
NN	e	E
NN	j	J
NNP	U	U
NNP	LY	LY
CD	2	2
CD	0	0
CD	1	1
CD	7	7
NN	v	V
NN	o	O
NN	l	L
NN	u	U
NN	m	M
NN	e	E
CD	4	4
CD	3	3
NN	n	N
NN	u	U
NN	m	M
NN	b	B
NN	e	E
NN	r	R
CD	5	5
CD	7	7
NN	asis	ASIS
NN	amp	amp
NN	t	T
VBZ	hire	Hires
JJ	new	New
NN	executive	Executive
NN	director	Director
NNP	ASIS	ASIS
NN	amp	amp
NN	t	T
TO	to	to
VB	celebrate	Celebrate
PRP$	its	Its
JJ	incredible	Incredible
NN	history	History
IN	at	at
JJ	80th	80th
JJ	annual	Annual
NN	meeting	Meeting
NN	t	T
PRP	he	he
VBZ	asis	ASIS
NN	amp	amp
NN	t	T
NN	board	Board
IN	of	of
NNS	directorsannounce	Directorsannounces
DT	the	the
NN	hiring	hiring
IN	of	of
NNP	Lydia	Lydia
NNP	Middleton	Middleton
NNP	MBA	MBA
NNP	CAE	CAE
IN	as	as
PRP$	its	its
JJ	new	new
NN	executive	executive
NN	director	director
NNP	Middleton	Middleton
WP	who	who
VBD	begin	began
NN	work	work
IN	in	in
NNP	May	May
VBD	be	was
VBN	hire	hired
IN	after	after
DT	a	an
JJ	extensive	extensive
NN	search	search
IN	from	from
DT	a	a
NN	pool	pool
IN	of	of
CD	200	200
NNS	applicant	applicants
IN	on	On
NN	behalf	behalf
IN	of	of
DT	the	the
NN	asis	ASIS
NN	amp	amp
NN	t	T
NN	board	Board
PRP	I	I
VBP	be	am
VBN	thrill	thrilled
TO	to	to
VB	welcome	welcome
NNP	Lydia	Lydia
NNP	Middleton	Middleton
IN	as	as
PRP$	we	our
JJ	new	new
NN	executive	executive
NN	director	director
NNP	Lynn	Lynn
NNP	Silipigni	Silipigni
NNP	Connaway	Connaway
NNP	ASIS	ASIS
NN	amp	amp
NN	t	T
NN	president	president
VBZ	say	says
NNP	Lydia	Lydia
VBZ	bring	brings
DT	a	a
NN	wealth	wealth
IN	of	of
NN	experience	experience
VBG	lead	leading
JJ	non	non
NN	profit	profit
JJ	scholarly	scholarly
CC	and	and
JJ	professional	professional
NNS	association	associations
PRP	she	She
VBZ	have	has
VBN	increase	increased
NN	revenue	revenue
CC	and	and
VBN	expand	expanded
NN	membership	membership
IN	by	by
VBG	introduce	introducing
