type	entity
PERSON	BENITO CERENO
PERSON	Herman Melville
PERSON	Amasa Delano
LOCATION	Duxbury
LOCATION	Massachusetts
LOCATION	St Maria
PERSON	Delano
PERSON	Delano
PERSON	Delano
LOCATION	Lima
PERSON	Delano
PERSON	Delano
ORGANIZATION	Black Friars
LOCATION	Acapulco
PERSON	Ezekiel
LOCATION	Valley
LOCATION	Castile
LOCATION	SAN DOMINICK
LOCATION	Cape Horn
PERSON	Delano
LOCATION	Manilla
PERSON	Delano
PERSON	Delano
PERSON	Delano
PERSON	Delano
PERSON	Benito Cereno
PERSON	Delano
PERSON	Babo
PERSON	Don Benito
PERSON	Delano
PERSON	Don Benito
PERSON	Delano
PERSON	Don Benito
PERSON	Charles V
PERSON	Don Benito
PERSON	Don Benito
LOCATION	San Dominick
PERSON	Don Benito
PERSON	Delano
LOCATION	San Dominick
PERSON	Delano
LOCATION	San Dominick
LOCATION	San Dominick
PERSON	Don Benito
PERSON	Delano
PERSON	Don Benito
PERSON	Don Benito
PERSON	Delano
PERSON	Don Benito
LOCATION	Buenos Ayres
LOCATION	Lima
LOCATION	Paraguay
LOCATION	Cape Horn
PERSON	Delano
PERSON	Don Benito
LOCATION	Pacific
LOCATION	Baldivia
LOCATION	South America
LOCATION	San Dominick
PERSON	Don Benito
PERSON	Babo
PERSON	Babo
PERSON	Babo
PERSON	Delano Don Benito
PERSON	Delano
PERSON	Don Benito
PERSON	Buenos Ayres
LOCATION	London
PERSON	Don Benito
PERSON	Such
PERSON	Delano
PERSON	Don Benito
PERSON	Concepcion
LOCATION	Lima
PERSON	Don Benito
PERSON	Ere
PERSON	Delano
PERSON	Delano
PERSON	Don Benito
PERSON	Delano
PERSON	Don Benito
PERSON	Delano
PERSON	Benito
PERSON	Delano
PERSON	Don Benito
PERSON	Don Benito
PERSON	Delano
PERSON	Delano
PERSON	Don Benito
PERSON	Delano
PERSON	Don Benito
PERSON	Don Benito
PERSON	Don Benito
PERSON	Alexandro Aranda
PERSON	Delano
PERSON	Don Benito
PERSON	Delano
PERSON	Don Benito
PERSON	Don Benito
PERSON	Delano
PERSON	Alexandro Aranda
PERSON	Delano
PERSON	Don Benito
PERSON	Don Benito
PERSON	Delano
PERSON	Don Benito
PERSON	Atufal
PERSON	Don Benito
PERSON	Don Benito
PERSON	Don Benito
PERSON	Delano
PERSON	Delano
PERSON	Don Benito
LOCATION	Atufal
PERSON	Babo
PERSON	Babo
PERSON	Delano
PERSON	Atufal
PERSON	Don Benito
PERSON	Delano
PERSON	Atufal
PERSON	Delano
PERSON	Don Benito
PERSON	Don Benito
PERSON	Don Benito
PERSON	Delano
PERSON	Delano
PERSON	Delano
PERSON	Delano
PERSON	Delano
PERSON	Delano
PERSON	Don Benito
PERSON	Delano
PERSON	Benito Cereno Don Benito Cereno
LOCATION	South America
PERSON	Don Benito
PERSON	Delano
PERSON	Don Benito
PERSON	Delano
PERSON	Don Benito
PERSON	Delano
PERSON	Don Benito
PERSON	Don Benito
LOCATION	Canton
PERSON	Senor
PERSON	Delano
PERSON	Delano
PERSON	Don Benito
PERSON	Delano
PERSON	Delano
PERSON	Delano
PERSON	Don Benito
PERSON	Delano
PERSON	Delano
