type	entity
PERSON	Henry David Thoreau
LOCATION	Walden Pond
LOCATION	Concord Massachusetts
LOCATION	New England
LOCATION	Concord
PERSON	Iolaus
PERSON	Pyrrha
LOCATION	Raleigh
PERSON	Wilberforce
PERSON	Evelyn
PERSON	Solomon
PERSON	Hippocrates
ORGANIZATION	Food Shelter Clothing
PERSON	Darwin
LOCATION	Tierra del Fuego
PERSON	Hollander
PERSON	Liebig
ORGANIZATION	Fuel
ORGANIZATION	Shelter and Clothing
ORGANIZATION	Food and Clothing and Shelter
LOCATION	New England
LOCATION	Boston
PERSON	Jonas
PERSON	Solomon
LOCATION	Walden Pond
LOCATION	Salem
ORGANIZATION	La Perouse
PERSON	Hanno
LOCATION	Walden Pond
LOCATION	Neva
ORGANIZATION	St Petersburg
PERSON	Madam Pfeiffer
LOCATION	Asiatic Russia
LOCATION	New England
LOCATION	Parcee
LOCATION	Paris
LOCATION	America
PERSON	Henry VIII
PERSON	Elizabeth
PERSON	Samuel Laing
PERSON	Adam
PERSON	Gookin
ORGANIZATION	Massachusetts Colony
ORGANIZATION	Indians
LOCATION	Rumford
LOCATION	Israel
LOCATION	Concord
ORGANIZATION	Middlesex Cattle Show
PERSON	Chapman
PERSON	Minerva
LOCATION	England
LOCATION	Ireland
LOCATION	South Sea Islander
LOCATION	Southern States
LOCATION	Aurora
PERSON	Memnon
PERSON	Jonathan
PERSON	Old Johnson
LOCATION	New Netherland
LOCATION	New Netherland
LOCATION	New England
LOCATION	New England
LOCATION	Walden Pond
PERSON	James Collins
LOCATION	Fitchburg Railroad
PERSON	James Collins
PERSON	James
PERSON	Patrick
PERSON	Seeley
LOCATION	Broadway
ORGANIZATION	Trinity Church
ORGANIZATION	Laths
ORGANIZATION	Hair
PERSON	Mantle
ORGANIZATION	Latch
ORGANIZATION	Chalk
ORGANIZATION	Transportation
LOCATION	Concord
ORGANIZATION	Cambridge College
LOCATION	Cambridge
LOCATION	Neptune
ORGANIZATION	Institute
PERSON	Adam Smith Ricardo
LOCATION	Boston
LOCATION	New York
LOCATION	Maine
LOCATION	Texas
LOCATION	Maine
LOCATION	Texas
LOCATION	Atlantic
PERSON	Adelaide
PERSON	Childers
LOCATION	Fitchburg
LOCATION	Fitchburg
LOCATION	India
LOCATION	England
LOCATION	Concord
PERSON	Arthur Young
LOCATION	Concord
PERSON	Bhagvat Geeta
LOCATION	East Towers
LOCATION	Arcadia
LOCATION	Thebes
LOCATION	Thebes
LOCATION	Nile
LOCATION	United States Bank
PERSON	Balcom
PERSON	Vitruvius
PERSON	Dobson
LOCATION	China
LOCATION	East
ORGANIZATION	Molasses
ORGANIZATION	Sugar
ORGANIZATION	Lard
ORGANIZATION	House
LOCATION	India
LOCATION	America
PERSON	Marcus Porcius Cato
LOCATION	Concord
PERSON	Spaulding
LOCATION	England
PERSON	Bartram
PERSON	Robin Goodfellow
PERSON	Phaeton
LOCATION	Sahara
LOCATION	Jupiter
LOCATION	Newfoundland
PERSON	Howard
ORGANIZATION	Society
LOCATION	Concord
LOCATION	England
PERSON	Shakespeare Bacon Cromwell Milton Newton
PERSON	Penn Howard
LOCATION	England
LOCATION	Esquimau
LOCATION	Patagonian
ORGANIZATION	Flower Garden of Sheik Sadi of Shiraz
LOCATION	Tigris
LOCATION	Bagdad
PERSON	Gorgon
PERSON	CAREW
PERSON	Hollowell
LOCATION	Hollowell
ORGANIZATION	De Re Rustica
PERSON	Harivansa
LOCATION	Concord
LOCATION	Lincoln
ORGANIZATION	Concord Battle Ground
LOCATION	Sudbury
PERSON	Damodara
ORGANIZATION	Cassiopeia
LOCATION	Pleiades
ORGANIZATION	Aldebaran
LOCATION	Aurora
ORGANIZATION	Vedas
PERSON	Memnon
LOCATION	Aurora
ORGANIZATION	Yankee
LOCATION	Concord
LOCATION	Wachito River
LOCATION	Spain
PERSON	Don Carlos
PERSON	Don Pedro
LOCATION	Seville
PERSON	Granada
LOCATION	Spain
LOCATION	England
PERSON	Wei
LOCATION	Khoung
LOCATION	New England
PERSON	Adam
LOCATION	Paris
LOCATION	London
LOCATION	New York
LOCATION	Boston
ORGANIZATION	Concord through Church and State
ORGANIZATION	Time
ORGANIZATION	Mir Camar Uddin Mast Being
ORGANIZATION	Delphi
PERSON	Dodona
LOCATION	Greece
LOCATION	Rome
LOCATION	Europe
PERSON	Alexander
PERSON	Virgil
ORGANIZATION	Vedas
LOCATION	Zendavestas
PERSON	Dantes
LOCATION	Zebulon
PERSON	Sophronia
PERSON	Tittle Tol Tan
LOCATION	Concord
LOCATION	Concord
PERSON	Plato
PERSON	Plato
LOCATION	Concord
PERSON	Zoroaster
PERSON	Zoroaster
PERSON	Jesus Christ
LOCATION	Paris
LOCATION	Oxford
PERSON	Abelard
LOCATION	Europe
LOCATION	Boston
LOCATION	New England
ORGANIZATION	Harper amp Brothers
ORGANIZATION	Redding amp Co
LOCATION	New England
LOCATION	Boston
LOCATION	Massachusetts
LOCATION	Fitchburg Railroad
LOCATION	Boston
LOCATION	Boston
LOCATION	Jupiter
LOCATION	Buena Vista
PERSON	Bonaparte
LOCATION	New England
LOCATION	Sierra Nevada
ORGANIZATION	Commerce
LOCATION	Long Wharf
LOCATION	Lake Champlain
LOCATION	New England
LOCATION	Manilla
LOCATION	Maine
LOCATION	Thomaston
LOCATION	Milwaukee
LOCATION	New England
ORGANIZATION	Concord
PERSON	John Smith
LOCATION	Cuttingsville Vermont
LOCATION	Green Mountains
LOCATION	Green Mountains
LOCATION	Connecticut
LOCATION	Peterboro Hills
ORGANIZATION	Lincoln Acton Bedford
LOCATION	Concord
PERSON	Ben Jonsonian Wise
ORGANIZATION	Lincoln
LOCATION	Walden
LOCATION	Atlantic
LOCATION	Pacific
LOCATION	Asia
LOCATION	Africa
LOCATION	New England
LOCATION	Walden Pond
LOCATION	Beacon Hill
LOCATION	Walden
