type	entity
PERSON	Mark Twain
PERSON	Mark Twain Samuel L Clemens
PERSON	Edward Mills
PERSON	George Benton
LOCATION	Washington
ORGANIZATION	Treasury
PERSON	Adam
ORGANIZATION	Little Girls Post
PERSON	William III
PERSON	Adam
LOCATION	Far West
LOCATION	South
ORGANIZATION	Protestant
PERSON	Saladin Foster
PERSON	Electra
PERSON	Saladin
PERSON	Saladin
PERSON	Clytemnestra
PERSON	Gwendolen
PERSON	Gwen
PERSON	Saladin
PERSON	Sally
PERSON	Sally
PERSON	Sally
ORGANIZATION	Tilbury Foster
PERSON	Sally
ORGANIZATION	Tilbury
PERSON	Sally
PERSON	Sally
PERSON	Aleck
PERSON	Sally
PERSON	Aleck
PERSON	Aleck
PERSON	Sally
PERSON	Sally
PERSON	Sally
PERSON	Aleck
PERSON	Sally
PERSON	Oh Aleck
PERSON	Don
PERSON	George
LOCATION	Cincinnati
PERSON	Aleck
PERSON	Don
PERSON	Sally
PERSON	Aleck
PERSON	Sally Don
PERSON	Sally He
PERSON	Aleck Aleck
PERSON	Sally
PERSON	Aleck
PERSON	Sally
PERSON	Sally
PERSON	Scott
PERSON	Sally
PERSON	Sally
PERSON	Aleck
LOCATION	Tilbury
PERSON	Mrs Eversly Bennett
PERSON	Mrs Bennett
PERSON	Sally
PERSON	Aleck
PERSON	Sally
PERSON	Aleck
PERSON	Sally
PERSON	Aleck
PERSON	Aleck
PERSON	Sally
PERSON	Aleck
ORGANIZATION	Tilbury
ORGANIZATION	Tilbury
PERSON	Sally
ORGANIZATION	Tilbury
ORGANIZATION	Tilbury
ORGANIZATION	SAGAMORE
PERSON	Hostetter
ORGANIZATION	Gents Ice Cream Parlors
ORGANIZATION	Tilbury
ORGANIZATION	Tilbury
ORGANIZATION	SAGAMORE
PERSON	Sally
PERSON	Sally
PERSON	Sally
PERSON	Aleck
PERSON	Sally
ORGANIZATION	Tilbury
PERSON	Aleck
PERSON	Sally Foster
PERSON	Aleck
PERSON	Don
PERSON	Sally
PERSON	Don
PERSON	Sally
PERSON	Aleck
LOCATION	Chicago
PERSON	Sally
PERSON	Sally
PERSON	Sally
PERSON	Aleck
LOCATION	Brussels
PERSON	Sally
PERSON	Aleck
PERSON	Sally
PERSON	Sally
PERSON	Aleck
PERSON	Sally
LOCATION	America
PERSON	Aleck
PERSON	Sally
PERSON	Sally
PERSON	Hosannah Dilkins
PERSON	Adelbert Peanut
PERSON	Sally Foster
PERSON	Flossie
PERSON	Gracie Peanut
PERSON	Adelbert
PERSON	Hosannah Dilkins Jr
PERSON	Adelbert
PERSON	Hosannah
LOCATION	Gwendolen
PERSON	Sally He
LOCATION	Fulton
PERSON	Sally
PERSON	Aleck
PERSON	Sally
PERSON	Sally
PERSON	Aleck
PERSON	Aleck
PERSON	Sally
PERSON	Sally
PERSON	Veuve Cliquot
PERSON	Sally
PERSON	Sally
ORGANIZATION	Railway Systems Steamer Lines Standard Oil Ocean Cables Diluted Telegraph
ORGANIZATION	Klondike De Beers Tammany Graft
ORGANIZATION	Post
ORGANIZATION	Department Twenty
PERSON	Sally
PERSON	Sally
PERSON	Aleck
PERSON	Sally
PERSON	Sally
ORGANIZATION	Newport Rhode Island Holy Land of High Society
LOCATION	Europe
LOCATION	Fairlyand
ORGANIZATION	Presbyterian Church
PERSON	Sally
ORGANIZATION	Episcopal
LOCATION	Rome
