type	entity
ORGANIZATION	Encyclop dia Britannica American Literature From Wikisource
ORGANIZATION	American Literature
PERSON	George Edward Woodberry
ORGANIZATION	Wikipedia
ORGANIZATION	American Literature AMERICAN
LOCATION	England
LOCATION	England
PERSON	John Smith
LOCATION	Virginia
PERSON	William Strachey
PERSON	Thomas Gates
PERSON	Shakespeare
PERSON	Henry Norwood
LOCATION	Leckhampton Gloucestershire
PERSON	Charles
LOCATION	Tangiers
LOCATION	Gloucester
LOCATION	Virginia
PERSON	George Alsop
LOCATION	Maryland
PERSON	Daniel Denton
LOCATION	New York
LOCATION	Virginia
PERSON	William Stith
PERSON	Robert Beverly
PERSON	William Byrd
LOCATION	England
LOCATION	New England
PERSON	William Wood
LOCATION	New England
PERSON	John Josselin
LOCATION	New England
PERSON	William Bradford
LOCATION	Plymouth
PERSON	John Winthrop
LOCATION	Massachusetts Bay
ORGANIZATION	Winslow Nathaniel Morton
PERSON	Hubbard
PERSON	Hutchinson
PERSON	John Cotton
PERSON	Thomas Hooker
PERSON	Nathaniel Ward
PERSON	Roger Williams
PERSON	John Eliot
PERSON	Shepard Norton Wise
PERSON	Mathers
LOCATION	England
LOCATION	New England
LOCATION	America
PERSON	Thomas Morton
LOCATION	Merrymount
LOCATION	Ward
PERSON	Anne Bradstreet
PERSON	Muse
LOCATION	America
PERSON	Noyes Oakes Folger Tompson Byles
PERSON	Samuel Sewall
PERSON	Joseph
LOCATION	Puritan
ORGANIZATION	Harvard College
ORGANIZATION	Time
PERSON	William
PERSON	Mathers
PERSON	Richard Mather
ORGANIZATION	Harvard College
LOCATION	England
PERSON	William
PERSON	Cotton Mather
LOCATION	New England
LOCATION	America
LOCATION	New England
LOCATION	New England
PERSON	John Wise
LOCATION	New England
LOCATION	New England
PERSON	Jonathan Edwards
LOCATION	Northampton
LOCATION	Stockbridge
ORGANIZATION	Princeton College
LOCATION	New England
LOCATION	New England
LOCATION	New England
PERSON	Benjamin Franklin
LOCATION	Boston
LOCATION	Philadelphia
PERSON	Franklin
PERSON	Franklin
PERSON	Richard
LOCATION	New England
PERSON	Franklin
LOCATION	England
LOCATION	France
LOCATION	America
PERSON	James Otis
PERSON	Patrick Henry
PERSON	Thomas Jefferson
PERSON	James Madison
PERSON	Alexander Hamilton
LOCATION	Washington
PERSON	Philip Freneau
ORGANIZATION	Yale College John Trumbull
PERSON	Timothy Dwight
PERSON	Joel Barlow
LOCATION	Columbus
LOCATION	Hartford
PERSON	Joseph Hopkinson
PERSON	Charles Brockden Brown
PERSON	Godwin
PERSON	Mrs Susanna Haswell Rowson
PERSON	Mrs Hannah Webster Foster
PERSON	Royall Tyler
PERSON	Brown
LOCATION	New York
PERSON	Royall Tyler
PERSON	Thomas Godfrey
LOCATION	Parthia
LOCATION	Philadelphia
PERSON	William Dunlap
LOCATION	New York
PERSON	John Woolman
LOCATION	America
LOCATION	Washington
LOCATION	Greece
LOCATION	America
LOCATION	America
LOCATION	Boston New York
LOCATION	Philadelphia
LOCATION	New England
LOCATION	England
LOCATION	England
LOCATION	Washington
PERSON	James Fenimore Cooper
LOCATION	England
LOCATION	New York
LOCATION	New York
PERSON	Irving
PERSON	Cooper
PERSON	William Cullen Bryant
LOCATION	London
LOCATION	Massachusetts
