type	entity
ORGANIZATION	Services About Cambridge Core Cart Institution
ORGANIZATION	Cambridge History of American Literature The Cambridge History of American Literature Download
ORGANIZATION	Cambridge History of American Literature Visit The Cambridge History of American Literature
ORGANIZATION	General Editors Sacvan Bercovitch Harvard University Refine
ORGANIZATION	Publishers Show
ORGANIZATION	Cambridge University Press
ORGANIZATION	Cambridge Histories
ORGANIZATION	Cambridge Histories Literature
ORGANIZATION	Google
ORGANIZATION	Cambridge Core
ORGANIZATION	Amazon
ORGANIZATION	Dropbox Google
ORGANIZATION	Cambridge History of American Literature The Cambridge History of American Literature Volume
PERSON	Sacvan Bercovitch
PERSON	Richard Brodhead
LOCATION	America
PERSON	Nancy Bentley
PERSON	William Dean Howells
PERSON	Henry James
PERSON	Walter Benn Michaels
PERSON	Susan L Mizruchi
LOCATION	America
ORGANIZATION	Cambridge History of American Literature The Cambridge History of American Literature Volume
PERSON	Sacvan Bercovitch
PERSON	Barbara Packer
PERSON	Longfellow
LOCATION	Whittier
PERSON	Emerson
PERSON	Shira Wolosky
PERSON	Poe
LOCATION	Melville
PERSON	Crane
PERSON	Whitman
PERSON	Dickinson
PERSON	Sacvan Bercovitch
PERSON	Andrew Dubois
PERSON	Frank Lentricchia
PERSON	Robert Frost
PERSON	Eliot Ezra Pound
PERSON	Wallace Stevens
PERSON	Irene Ramalho Santos
PERSON	Gertrude Stein Marianne Moore
PERSON	Langston Hughes William Cain
ORGANIZATION	Cambridge History of American Literature The Cambridge History of American Literature Volume
PERSON	Sacvan Bercovitch
ORGANIZATION	Cambridge History of American Literature
LOCATION	United States
PERSON	David Minter
PERSON	Rafia Zafar
ORGANIZATION	Harlem Renaissance
PERSON	Neal Hurston
PERSON	Du Bois Langston Hughes Nella Larsen
PERSON	Richard Wright Werner Sollors
ORGANIZATION	Cambridge History of American Literature The Cambridge History of American Literature Volume
PERSON	Sacvan Bercovitch
ORGANIZATION	Cambridge History of American Literature
PERSON	Christopher Bigsby
PERSON	Tennessee Williams
PERSON	Wilson
LOCATION	America
PERSON	Morris Dickstein
PERSON	James Baldwin
PERSON	John Updike John Burt
PERSON	Wendy Steiner
PERSON	Cyrus Patell
PERSON	Sacvan Bercovitch
PERSON	Hallberg Graff
ORGANIZATION	Cambridge History of American Literature Volume
PERSON	Sacvan Bercovitch
PERSON	Michael D Bell
LOCATION	United States
PERSON	Eric Sundquist
PERSON	Barbara L Packer
PERSON	Jonathan Arac
ORGANIZATION	Cambridge History of American Literature The Cambridge History of American Literature Volume
PERSON	Sacvan Bercovitch
ORGANIZATION	Cambridge History of American Literature
ORGANIZATION	Cambridge Core
ORGANIZATION	Legal Information image Cambridge University Press Rights
ORGANIZATION	Cookies Policy Cambridge University Press
ORGANIZATION	Cambridge University Press
