type	entity
ORGANIZATION	NBA
ORGANIZATION	Education Book Rich Environments BookUp NBA
ORGANIZATION	History Board
ORGANIZATION	NBA
ORGANIZATION	NBA
ORGANIZATION	MSNBC
PERSON	Joe
PERSON	Joe Scarborough Mika Brzezinski
PERSON	Willie Geist
PERSON	Louise Erdrich
PERSON	Junot D
ORGANIZATION	Penguin Group USA Inc Interview gt Video
PERSON	Dave Eggers
PERSON	McSweeney
PERSON	Ben Fountain Billy Lynn
ORGANIZATION	HarperCollinsPublishers Interview gt Video
PERSON	Brown
PERSON	Stacey D Erasmo Dinaw Mengestu Lorrie Moore Janet Peery
PERSON	Katherine Boo
ORGANIZATION	Mumbai Undercity Random House
PERSON	Anne Applebaum
LOCATION	Eastern Europe
ORGANIZATION	Doubleday Interview
PERSON	Robert
PERSON	Lyndon Johnson
ORGANIZATION	Knopf Domingo Martinez The Boy Kings of Texas Lyons Press
ORGANIZATION	Globe Pequot Press Interview
PERSON	Anthony Shadid
ORGANIZATION	Lost Middle East Houghton Mifflin Harcourt Interview
PERSON	Brad Gooch Linda Gordon Woody Holton Susan Orlean Judith Shulevitz
PERSON	David
ORGANIZATION	Translations University of Chicago Press
ORGANIZATION	NBA
ORGANIZATION	Archival Material for Ferry FINALISTS Cynthia Huntington Heavenly Bodies Southern Illinois University Press Interview gt Tim Seibles Fast Animal Etruscan Press Interview
PERSON	Alan Shapiro
ORGANIZATION	Republic Houghton Mifflin Harcourt Interview gt Susan Wheeler Meme University of Iowa Press Interview
PERSON	Laura Kasischke Dana Levin Maurice Manning Patrick Rosal Tracy K Smith
PERSON	William Alexander Goblin
PERSON	Margaret K McElderry
ORGANIZATION	Simon amp Schuster Children s Publishing gt Interview
ORGANIZATION	Simon amp Schuster Children s Publishing Interview gt Patricia McCormick Never Fall Down Balzer Bray
ORGANIZATION	HarperCollinsPublishers Interview gt Eliot Schrefer Endangered Scholastic Interview
PERSON	Steve Sheinkin
ORGANIZATION	Roaring Brook Press Interview
PERSON	Susan Cooper Daniel Ehrenhaft Judith Ortiz Cofer Gary D Schmidt Marly Youmans
PERSON	Elmore Leonard
PERSON	Arthur O Sulzberger Jr
PERSON	Martha Southgate
PERSON	Tom Rawe
LOCATION	Cipriani Wall Street
LOCATION	New York City
LOCATION	New York New York
ORGANIZATION	National Book Foundation
PERSON	Elmore Leonard
PERSON	Leonard
PERSON	Martin Amis
PERSON	Leonard
LOCATION	Cipriani Wall Street
LOCATION	New York City
PERSON	Faith Salie
ORGANIZATION	Library of America
PERSON	Leonard
ORGANIZATION	National Book Foundation Executive
PERSON	Harold Augenbraum
PERSON	Elmore Leonard
ORGANIZATION	National Book Foundation
ORGANIZATION	Library of America
LOCATION	America
PERSON	Leonard
ORGANIZATION	NBA
ORGANIZATION	National Book Foundation
PERSON	Arthur O Sulzberger Jr
ORGANIZATION	The New York Times
ORGANIZATION	New York Times Book Review
ORGANIZATION	Times
PERSON	Sulzberger
ORGANIZATION	Times
ORGANIZATION	New York Times
LOCATION	America
PERSON	Augenbraum
ORGANIZATION	New York Times
LOCATION	America
PERSON	Leonard
PERSON	John Ashbery Toni Morrison John Updike Norman Mailer Joan Didion Maxine Hong Kingston Gore Vidal
PERSON	Tom Wolfe
ORGANIZATION	Foundation
PERSON	Lawrence Ferlinghetti Robert B Silvers
PERSON	Barbara Epstein Terry Gross Barney Rosset Dave Eggers Joan Ganz Cooney
PERSON	Mitchell Kaplan
ORGANIZATION	National Book Foundation s Board
PERSON	Salie Host Faith Salie
PERSON	Oprah
ORGANIZATION	CNN
ORGANIZATION	PRI
PERSON	Faith Salie
ORGANIZATION	NBA Winners amp Finalists
ORGANIZATION	NBA Poetry Winners NBA Young People s Lit Education BookUp NBA
ORGANIZATION	Recognition About Mission amp History Board
ORGANIZATION	NBF
ORGANIZATION	Twitter Tumblr Facebook
